source,target,prediction,chrf,bertscore_f1,rouge1,rougeL,meteor
"mom ന് വാങ്ങി, easy simple ആണ്, books tablet ൽ load ചെയ്യാം","Bought for my Mom, easy to use, simple and she can load all of her books onto her tablet.",I bought this for my mom. It is easy and simple to use. She can load books onto her tablet.,54.83894653220752,0.9513809084892273,0.8205128205128205,0.717948717948718,0.7291487262991435
ഇത് ഒരാൾക്ക് great first tablet ആണ്. വളരെ inexpensive ആണ് കൂടാതെ നിങ്ങൾക്ക് വേണ്ടതെല്ലാം ഉണ്ട്,This is a great first tablet for someone. Very inexpensive and has everything you want on it,This is a great first tablet for someone. Very inexpensive and has everything you need.,90.0645891591788,0.9811208248138428,0.8749999999999999,0.8749999999999999,0.8909086941340781
"background music play ചെയ്യാൻ sound quality good ആണ്, പക്ഷേ Sonos prefer ചെയ്യുന്നു, Alexa smart home control ന് useful ആണ്, Google Home പോലെ deep search ഇല്ല, decision മുമ്പ് compare ചെയ്യണം, home control വേണ്ടി suits ആണ്.","Sound quality is pretty good if you want it to play background music, but I still prefer Sonos for this purpose. Alexa is useful for controlling the widest range of smart home products, but it's not backed by Google Home's superior search intelligence, so it isn't that great for asking in-depth questions of it. There are comparisons of these products out there, so take a look before making a decision. Since I mostly wanted it for home control, it suits my need.",Sound quality is good for playing background music. I prefer Sonos. Alexa is useful for controlling my smart home. I don't have to search as deep as Google Home to find out. You have to compare it before you can make a decision. It suits me well for controlling my home.,36.16087629879409,0.9096822142601013,0.49275362318840576,0.36231884057971014,0.368164207392659
"value beat ചെയ്യാൻ കഴിയില്ല, having one great ആണ്.",you just cant beat the value here. great having one of these,Can't beat the value of having one.,43.499039839963345,0.9145522117614746,0.6,0.5,0.5037252996436669
"4 year old നു വാങ്ങി, Christmas gift ആയതിനാൽ ഇതുവരെ try ചെയ്തിട്ടില്ല. reviews പ്രകാരം job ചെയ്യും, price, color great ആണ്.",I BOUGHT THIS FOR MY 4YR OLD. WE HAVE NOT TRIED IT YET AS IT IS A CHRISTMAS GIFT. FROM WHAT I READ THIS WILL DO THE JOB FOR HIM. THE PRICE AND COLOR WAS GREAT.,I bought this for my 4 year old and it was a Christmas gift so I haven't tried it yet. From the reviews it does the job and the price and color is great.,1.0833581326041941,0.9209786057472229,0.676056338028169,0.5070422535211268,0.5952220529140019
"hands down best. nook ഉപയോഗിച്ചിരുന്നു, rarely use. kindle ൽ 5 books വായിച്ചു, smooth experience.",Hands down the best. I had a nook for years and rarely used it. I have already read 5 different books on the kindle and it's a much smoother experience.,Hands down the best. I have used a nook and rarely use it. I have read 5 books on my kindle and it has been a smooth experience.,58.05612857849908,0.9642014503479004,0.7457627118644068,0.7118644067796611,0.7008189910979229
എനിക്ക് amazon fire tablet വളരെ love ആണ്. home work ഉം school ഉം ഇടയിൽ back and forth പോകുമ്പോൾ ഇത് great ആണ്.,I love the amazon fire tablet. It's great for me when I'm going back and forth between home work and school!,I love the amazon fire tablet. It's great for when I go back and forth between homework and school.,84.31922359405422,0.9794295430183411,0.8372093023255814,0.8372093023255814,0.7987854251012148
എന്റെ wife really like ചെയ്യുന്നു. works great കൂടാതെ front & back camera ഇഷ്ടമാണ്,Wife really likes it. Works great& likes the front & back camera.,My wife really likes it. Works great and likes the front & back camera.,89.748588408412,0.9731265902519226,0.9166666666666666,0.9166666666666666,0.9258007838897149
6 years basic Kindle ഉപയോഗിച്ച ശേഷം upgrade ചെയ്തു. ഈ product ചെയ്യാൻ കഴിയുന്ന കാര്യങ്ങളിൽ ഞാൻ thrilled ആണ്. ഞാൻ avid reader ആണ്. Fire ഇത് ചെയ്യാനും other things ചെയ്യാനും അനുവദിക്കുന്നു. apps ഉം മറ്റു കാര്യങ്ങളും ഇപ്പോഴും explore ചെയ്യുന്നു. user manual ഉണ്ടായിരുന്നെങ്കിൽ നല്ലതായിരുന്നു,"After having a basic Kindle for 6 years, I moved up. I am thrilled with all this product can do. I am an avid reader. The Fire let's me do that and lots of other things. I am still finding apps, and other things it will do. I know this sounds ""old fashioned"", but it would be great to have a user's manual! Thanks for asking.",Upgraded after 6 years of using a basic Kindle. I am thrilled with all the things this product can do. I am an avid reader. The Fire allows me to do this and other things. I am still exploring the apps and other things. I wish it had a user manual.,52.66628514781592,0.9397612810134888,0.7058823529411765,0.6218487394957983,0.612182754182754
"little tweaking കൊണ്ട് Playstore install ചെയ്യാം without rooting, great tablet ആണ്, excellent color, fast, battery long lasting.","With a little tweaking you can install Playstore without rooting. It's a great tablet, excellent color, fast, and battery lasts a very long time.",With a little tweaking you can install the Playstore without rooting. Great tablet. Excellent color fast and battery lasts a long time.,77.05043901922534,0.975770890712738,0.8936170212765958,0.8936170212765958,0.7476210310467464
register ചെയ്യാനും work ചെയ്യാനും പല problems ഉണ്ടായി. Best Buy Amazon internet provider customer service help ചെയ്തെങ്കിലും result ഇല്ല.,"Had all kinds of problems in registering it and getting it to work Had Customer service from Best Buy, Amazon and my internet provider trying to help, but to no avail.",I have had several problems getting it to register and working. Best Buy and Amazon internet provider have helped me with customer service but have not had any results.,48.48889256413251,0.9259397387504578,0.5333333333333333,0.36666666666666664,0.4415430267062314
"ഞങ്ങളുടെ granddaughter ന് reading ഇഷ്ടമാണ്, എന്റെ wife നും ഒരെണ്ണം ഉണ്ട്, അതിനാൽ ഇത് perfect gift ആണെന്ന് ഞങ്ങൾ thought ചെയ്തു.",our granddaughter loves to read and my wife has one also so we thought this would be a perfect gift for her.,Our granddaughter loves to read and my wife has one too so we thought this would be the perfect gift.,81.71786874625586,0.9877335429191589,0.8571428571428572,0.8571428571428572,0.8757127192982457
"very easy light ആണ്, backlight real paper പോലെ ആണ്, bed ൽ reading ന് best friend ആണ്.","it's very easy and light to use and the back light is very similar to real paper, so it's my best friend anywhere especially in bed before falling a sleep",Very easy and light to use. The backlight is like real paper. I have a best friend for reading in bed.,43.42461264591729,0.9289754033088684,0.5660377358490566,0.5283018867924528,0.3647658683800623
"use ചെയ്യാൻ easy ആണ്, lots of features ഉണ്ട്, kids interested ആയി നിർത്തുന്നു, good beginner tablet unit ആണ്","Easy to use, lots of features, keeps kids interested, good beginner tablet unit",Easy to use lots of features keeps kids interested. Good beginner tablet unit.,82.2018239650363,0.9543584585189819,1.0,1.0,0.8057013136838972
"speaker functionality great ആണ്, sound good ആണ്.","The functionality of the speaker is great, sound is good.",The speaker functionality is great and the sound is good.,71.21089954793943,0.9733985066413879,0.9,0.7,0.7495798319327732
"TV streaming ന് best device ആണ്, Fire TV stick നേക്കാൾ expensive ആണ്, പക്ഷേ faster processor expandable memory കാരണം recommend ചെയ്യുന്നു",This is the best device to stream to your tv with all the apps available. It costs more than the firetv stick but I recommend it because of the quicker processor and expandable memory.,This is the best device for streaming TV. The Fire TV is more expensive than the stick but I would recommend it for the faster processor and expandable memory.,54.166051426589114,0.9454829096794128,0.6349206349206349,0.6349206349206349,0.6547154929577464
എന്റെ husband ഇത് love ചെയ്യുന്നു. Alexa യോട് music play ചെയ്യാനും jokes പറയാനും ഇഷ്ടമാണ്.,My husband loves it!! He likes telling Alexa to play music and to tell jokes,My husband loves it. He loves being able to play music and tell Alexa jokes.,59.15664117590646,0.954779863357544,0.8000000000000002,0.7333333333333333,0.5569852941176471
"CNN Travel channel load ആവുന്നില്ല, DirectNOW 200MB speed ഉണ്ടെങ്കിലും, Google WiFi router ഉണ്ടെങ്കിലും, cable better എന്ന് തീരുമാനിച്ചു.",Does not load up CNN or Travel channel.I even have DirectNOW for $50 a month and 200 MB internet speed. And the new google wifi router.I give up and will just go back to regular cable and pay the extra - for less hassle. Cable/Satellite WINS.,I decided that my channel for CNN travel would not load. I have DirectNOW 200MB speed and I have a Google WiFi router. I would prefer cable.,29.162697964751157,0.8920590877532959,0.45333333333333337,0.32,0.23251874279123413
"surfing shopping ന് great ആണ്, price beat ചെയ്യാൻ കഴിയില്ല",Great for surfing and shopping! Can't beat the price!,Great for surfing and shopping. You can't beat the price.,85.6672451554725,0.9627754092216492,0.9523809523809523,0.9523809523809523,0.8231404958677685
"ഇത് എന്റെ wife നായി gift ആയിരുന്നു, അവൾ absolutely love ചെയ്യുന്നു",This was a gift for my wife and she absolutely loves it,This was a gift for my wife and she absolutely loves it.,99.51959212972312,0.9947745203971863,1.0,1.0,0.9914485766758494
"great product ആണ്, day, night ഇരുവേളയും eyes friendly.",Great product! Easy on the eyes in the day or night.,Great product. It is very friendly to the eyes both day and night.,48.51248845128762,0.9489372372627258,0.4999999999999999,0.4999999999999999,0.4336734693877551
old Kindle broke. Paperwhite improvements ഇഷ്ടമാണ്. full touch screen ആണ്,Old kindle broke. I love the improvements of the paperwhite. It is all touch screen. The old was not.,My old Kindle broke. I love the improvements to the Paperwhite. It's a full touch screen.,66.71096130895016,0.9389936327934265,0.6666666666666667,0.6666666666666667,0.4916299559471366
ഈ device TV content കൊണ്ടുവരാൻ great ആണ്. Ethernet USB micro SD slots ഉണ്ട്.,"This device is great for bringing in content to your tv. This device has a wired Ethernet port, USB and a micro SD card slot.",This device is great for bringing TV content. It has Ethernet and USB micro SD slots.,49.23607248020474,0.9542132019996643,0.6829268292682927,0.5853658536585366,0.5443419197744457
"Google പോലെ anything ചോദിക്കാമെന്ന് കരുതി. എല്ലാം program ചെയ്യണം, ഇപ്പോൾ limited ആണ്. പക്ഷേ still cool ആണ്.","I guess I thought you could ask it anything kinda like Google. You have to program everything it does,pretty limited right now. But still pretty cool",I thought I could ask Google anything. I have to program everything and it is limited for now. But it is still cool.,48.969696920636075,0.9340978860855103,0.72,0.6,0.5027027027027026
"ഇത് lightweight ഉം easy to use ഉം ആണെന്ന് ഞാൻ love ചെയ്യുന്നു. എന്റെ local librarian എനിക്ക് e books borrow ചെയ്യാൻ എങ്ങനെ എന്ന് കാണിച്ചു, അത് ചെയ്യാൻ വളരെ simple ആണ്. എനിക്ക് perfect ആണ്",I love that it is lightweight and easy to use. My local librarian showed me how to borrow e-books and it is so simple to do. Perfect for me.,I love how lightweight and easy to use it is. My local librarian showed me how to borrow e books and it is so simple to do. Perfect for me.,86.8221353641218,0.9888051748275757,0.9666666666666667,0.9,0.9324160609207339
"this product disappoint ചെയ്തില്ല. deal of the day ൽ വാങ്ങി, regret ഇല്ല. sound quality great, voice commands accurate.",This product did not disappoint me. I purchased it on the deal of the day and do not regret it for a second. Great sound quality and unbelievably accurate with voice commands.,This product did not disappoint. I bought it on the deal of the day and I have no regrets. The sound quality is great and the voice commands are accurate.,59.01472564979633,0.9709712266921997,0.6774193548387096,0.6129032258064516,0.5607126436781609
Alexa വീട്ടിലേക്ക് കൊണ്ടുവന്ന് on ചെയ്തതോടെ എല്ലാ smart devices ലേക്കും ഉടനെ link ചെയ്തു. ഏകദേശം 10 minutes ൽ ready ആയി. ഞാൻ വളരെ pleased ആണ്.,Brought Alexa home turn her on and immediately she linked to all the smart devices inside my home. I think we were up and running in about 10 minutes. I couldn't be more pleased.,Brought Alexa home and turned it on. Links to all smart devices immediately. Was ready in about 10 minutes. I'm very pleased.,47.1116028204751,0.9317266345024109,0.5517241379310345,0.48275862068965525,0.528209477106109
ഈ reader digital media on the go use ചെയ്യാൻ great ആണ്. കുറച്ച് tweaks ഉപയോഗിച്ച് ഇത് cheap functional tablet ആകും.,This reader is great for consuming your digital media on the go. With a few tweaks it is quite a function tablet for cheap.,This reader is great for using digital media on the go. With a few tweaks it will be a cheap functional tablet.,67.52570549098176,0.969971239566803,0.7826086956521738,0.7391304347826088,0.7819174181300427
"എന്റെ 6 year old granddaughter നു വേണ്ടി ഈ tablet വാങ്ങി, ഇത് great decision ആയിരുന്നു എന്ന് ഞാൻ പറയണം. അവൾ ഇത് learning നും fun നും വേണ്ടി use ചെയ്തു. അവൾ തന്റെ tablet ൽ games കളിക്കുകയും, favorite music കേൾക്കുകയും, movies കാണുകയും ചെയ്യുന്നത് ഞാൻ കാണുന്നു. അവൾക്ക് tablet use ചെയ്യാൻ ഒരു problem ഉം ഇല്ല, അവൾ Amazon Fire Kids Edition tablet operate ചെയ്യുന്നത് എന്നെ പോലും പഠിപ്പിച്ചു.","I got this tablet for my 6 year old grand daughter and I must say it was a great decision. She used her tablet for learning and fun. I watch her play her games on her tablet, listen to her favorite music and watch her movies. She has no problem using her tablet, she has even taught me how to operate her Amazon Fire Kids Edition tablet",I bought this tablet for my 6 year old granddaughter and I must say it was a great decision. She used it for learning and fun. I see her playing games on her tablet listening to her favorite music and watching movies. She has had no problem using the tablet and she has even taught me how to operate the Amazon Fire Kids Edition tablet.,80.76097342177601,0.9792569875717163,0.8181818181818182,0.8181818181818182,0.7893567999784105
എന്റെ family/kids പോലെ product ൽ വളരെ satisfied ആണ്.,Very satisfied with product as do my family /kids.,My family / kids are very satisfied with the product.,69.28382056168537,0.9254395365715027,0.7777777777777778,0.4444444444444444,0.6284097797534854
"എന്റെ grandmaയ്ക്ക് tablet കിട്ടി. അവൾക്ക് അത് figure out ചെയ്യാൻ കഴിഞ്ഞു, അവൾക്ക് mobile phone പോലും ഇല്ല. under $40 ന് not bad ആണ്",Got the tablet for my grandma. She was able to figure it out and she doesn't even have a mobile phone. Not bad for under $40.,My grandma got the tablet. She was able to figure it out and she doesn't even have a mobile phone. Not bad for under $40.,90.23410821027062,0.982988715171814,0.9811320754716981,0.9056603773584906,0.9703883495145632
"I love these, works great ആണ്, plug and play feel ആണ്.",I love these. Works great.nothing like plug and play.,I love these. They work great. The feel is to plug and play.,54.64857941928947,0.9374893307685852,0.608695652173913,0.608695652173913,0.7482555018786905
"എനിക്ക് വേണ്ടതെല്ലാം simply ചെയ്യുന്നു, Silk browser wonders work ചെയ്യുന്നു.",Simply does everything I need. Thank youAnd silk works wonders,Does everything I need it to do simply. Works wonders with the Silk browser.,55.099935389234275,0.90263432264328,0.6666666666666666,0.5,0.7155126140633389
Amazon Echoയുടെ possibilities endless ആണ്. ഇപ്പോൾ just getting started ആണ് പക്ഷേ long time use ചെയ്യും എന്ന് അറിയാം,"The possibilities are endless with the Amazon Echo. I'm just getting started with the Echo, but I know that I'll be using this for a long time.",The possibilities of the Amazon Echo are endless. I'm just getting started but know I'll be using it for a long time.,66.30975381457151,0.9798932671546936,0.830188679245283,0.7547169811320755,0.703594966383581
"tablet worry ഇല്ല, easy to work ആണ്, big devices പോലെ functionality ഉണ്ട്.",No worries with this tablet. It's easy to work and has all the functionality of the big boys.,No worries about the tablet. Easy to work with. Functionality as big as other big devices.,46.82900079309617,0.9252746105194092,0.5714285714285714,0.45714285714285713,0.45522836538461536
"harmony remote ന് ഇത് great work ചെയ്യുന്നു, പക്ഷേ വളരെ smart അല്ല. Siri most items ന് better ആണ്","Works great with my harmony remote, but she is not very smart. Siri works better for most items.",Works great for the harmony remote but not very smart. Siri is better for most items.,70.23721970035793,0.964766263961792,0.823529411764706,0.7647058823529411,0.740583484299517
"bigger screen വേണ്ടിയിരുന്നു, ഇപ്പോൾ different apps use ചെയ്യാൻ try ചെയ്യുന്നു, so far easy ആണ്.","Was wanting a bigger screen, which it is, trying to get use to different applications, so far seems easy.",I was looking for a bigger screen and now I am trying to use different apps. So far it is easy to use.,43.935465224265286,0.9162439703941345,0.6666666666666666,0.5238095238095238,0.5776030441810345
"some freezing ഉണ്ടായിരുന്നു, പക്ഷേ still good work ചെയ്യുന്നു, bedroom ന് മറ്റൊന്ന് വാങ്ങും",Had some freezing. But still works good. Will buy another one for a bedrooms..,I've had some freezing but it still works good. I'll be getting another one for my bedroom.,64.78622361881183,0.9311343431472778,0.6060606060606061,0.6060606060606061,0.6888050057811331
"great tablet great price ആണ്, child ന് perfect gift ആണ്, daughter love ചെയ്യുന്നു","Great tablet, great price. Perfect gift for your child. My daughter loves it.",Great tablet great price. Perfect gift for a child. My daughter loves it.,84.92431257536546,0.9737331867218018,0.9230769230769231,0.9230769230769231,0.8840236686390531
"daughter നു gift ആയി വാങ്ങി, അവൾ സന്തോഷപ്പെട്ടു.",I bought this as a gift for my daughter who was happy to get it.,I bought this as a gift for my daughter and she was happy with it.,74.15079681121857,0.9733560681343079,0.8000000000000002,0.8000000000000002,0.8075073964497042
"very nice product ആണ്, ഞങ്ങൾ തിരഞ്ഞതെല്ലാം ഉണ്ടായിരുന്നു",Very nice product...Had everything we were looking for...,Very nice product. It had everything we were looking for.,84.7740831163661,0.9525231719017029,0.9473684210526316,0.9473684210526316,0.8063619174730285
"great all around tablet ആണ്, daughter use ചെയ്യുന്നു love ചെയ്യുന്നു, good size ആണ്, cartoons YouTube videos watch ചെയ്യാൻ good picture quality, memory slot ഉള്ളത് best ആണ് travel ന് videos save ചെയ്യാം",This is a great all around tablet. This tablet is currently being used by my daughter and she loves it. It's a good size and the picture quality is good enough to watch cartoons and a few YouTube videos on. The best part is that it has a memory slot so you can save videos on it for travel.,Great all around tablet. My daughter uses it and loves it. It is a good size. Good picture quality for watching cartoons and YouTube videos. Best of all is the memory slot. You can save videos for travel.,50.85607484261746,0.9512234330177307,0.673469387755102,0.5918367346938777,0.5246707386905898
ഞങ്ങൾ Amazon Alexa love ചെയ്യുന്നു. weather ചോദിച്ച് daily music play ചെയ്യുന്നു,We love our Amazon Alexa!! We ask her the weather and play music everyday.,We love our Amazon Alexa. We play music every day by asking it the weather.,70.35132857822187,0.9574844837188721,0.689655172413793,0.5517241379310344,0.661764705882353
"original Paperwhite replace ചെയ്ത് ഈ new model വാങ്ങി, recipient ഇത് love ചെയ്യുന്നു",Replaced original paper white with this new model and the recipient just loves it!!,I purchased this new model to replace the original Paperwhite. The recipient loves it.,59.78383038732804,0.9188023209571838,0.5714285714285714,0.5,0.5142746913580247
old Kindle Paperwhite ഉപയോഗിച്ചാൽ ഈ model higher resolution and fonts upgrade worth ആണ് microUSB port കണ്ടെത്താൻ easy,"If you're using an older Kindle Paperwhite model (like I was), the higher resolution and additional font choices available in this model more than justify the upgrade cost.I'd recommend the white case if you can get it. It's a lot easier to find the microUSB port when you're trying to plug in a, charging cable.",If you're using an older Kindle Paperwhite this model is worth the higher resolution and the upgrade to fonts. Easy to find microUSB port.,38.289333017846374,0.9163489937782288,0.49411764705882355,0.4470588235294118,0.3442861519607843
"house ൽ ഉള്ള എല്ലാ TVs നും accessible ആണ്, ഓരോ tv ക്കും stick വാങ്ങേണ്ടതില്ല",Accessable for all TVs in the house and not having to buy a stick for each tv would be 5*'s,Accessible to all TVs in the house no need to buy a stick for every tv.,49.19185575681229,0.9282259941101074,0.5945945945945946,0.5945945945945946,0.5478036175710593
kids ന് great gift vacation സമയത്ത് games download web search ചെയ്യാൻ useful,this was a great gift for the kids. We are going on a vacation and The amazon fires are a great tool for them to download games and search the web while we are traveling..thanks,Great gift for kids. Useful for downloading games and searching the web while on vacation.,36.821017035766914,0.9154581427574158,0.47058823529411764,0.39215686274509803,0.38613432373878054
movies TV shows sports എല്ലാം കാണാൻ ആഗ്രഹിക്കുന്നവർക്ക് ഇത് recommend ചെയ്യുന്നു.,"Recommend anyone wanting to watch a wide variety of things from movies, TV shows or sports to get one.",I would recommend this to anyone who wants to watch movies tv shows sports etc.,37.74240425750374,0.8967267870903015,0.5294117647058824,0.47058823529411764,0.35992547425474253
advertised പോലെ work ചെയ്യുന്നു. music volume high ആയാലും hear ചെയ്യുന്നു എന്നതാണ് only issue,It works like advertised. The only issue I have is it can hear you when you are listening to music on volume level 8 or higher.,Works as advertised. Only issue is that it hears music even when it is high in volume.,35.440187656925914,0.932360053062439,0.46511627906976744,0.372093023255814,0.3539423149333535
second one വാങ്ങി. waterproof അല്ല.,This was my second one I have bought. These are not water proof,I bought a second one. It is not waterproof.,47.14162061071947,0.925265908241272,0.4545454545454546,0.27272727272727276,0.3112327656123276
"friend നു വാങ്ങി, basic web, book reading job ചെയ്യുന്നു, affordable price, fancy അല്ല, problems ഇല്ല.","Bought this for a friend. It does the job (basic web and book reading) and at an affordable price. Nothing too fancy, but no problems.",I bought this for a friend who is doing basic web and book reading. He does his job and it is an affordable price. Not fancy. He has had no problems with it.,64.78967615891959,0.9290124177932739,0.689655172413793,0.5862068965517241,0.6761623316024982
"ഇപ്പോൾ എനിക്ക് ഈ tablets 3 ഉണ്ട്. harmony remotes, baby monitors, YouTube, reading, games എന്നിവയ്ക്ക് use ചെയ്യുന്നു. best tablet അല്ല, പക്ഷേ under $50 great ആണ്. play store ഇല്ല, അതിനാൽ apps side load ചെയ്യണം.","I now have 3 of these tablets. I use them for my harmony remotes, baby camera monitors, youtube for the kids, receiver software, reading articles and books, games and many other things. Its not the best tablet out there, but for under $50 its great. My one issue is that it does NOT have the play store, so if amazon does not have an app you will have to side load it. Other than that you can't beat it.",I now have 3 of these tablets. I use them for harmony remotes baby monitors YouTube reading and games. Not the best tablet but for under $50 it's great. There is no play store so you have to side load apps.,40.41957861839569,0.9331855177879333,0.6393442622950819,0.6065573770491803,0.44092788112395964
tablet great gift ആയിരുന്നു kids loved it Best Buy online great,the tablet was a great gift and my kids loved it best buy online is great,The tablet was a great gift. The kids loved it. Best Buy online is great.,72.43832524271008,0.963410496711731,0.9032258064516129,0.9032258064516129,0.854119425547997
