manglish,eng,prediction,chrf,bertscore_f1,rouge1,rougeL,meteor
ഈ tablet ലെ features price ന് young readers ന് easy choice ആക്കുന്നു,The amount of features on this tablet for the price makes it an easy pick for young readers.,The features of this tablet and the price makes it an easy choice for young readers.,67.50390376274565,0.9720884561538696,0.823529411764706,0.7647058823529411,0.7723404255319148
"ഈ tablet വളരെ well perform ചെയ്യുന്നു, sophisticated tablet വേണ്ടാത്തവർക്ക് great ആണ്, price ന് value ഉണ്ട്",This tablet performs very well. It is great for someone that does not need a sophisticated tablet. Great value for the price.,This tablet performs very well. Great for someone who doesn't need a sophisticated tablet. Worth the price.,72.643585705432,0.9711204171180725,0.7000000000000001,0.7000000000000001,0.7101902037538895
"plane rides ൽ ഇത് great ആണ്, കാരണം extended battery life ഉം reading material നല്ല selection ഉം ഉണ്ട്",I find this product to be great on plane rides due to extended battery life and great section of reading material,This is great on plane rides because it has extended battery life and a good selection of reading material.,65.02560735868596,0.9387869834899902,0.6,0.6,0.5914328586393363
"Fire TV wonderful device ആണ്, Stick ഉണ്ട്, പക്ഷേ TV much better ആണ്",The Fire TV is a wonderful device. I have the Stick and I think that the TV is much better.,The fire tv is a wonderful device. I have the stick but the tv is so much better.,57.36468797252721,0.9527171850204468,0.8421052631578948,0.8421052631578948,0.8168393929097294
ചിലപ്പോൾ ചെറിയ കുട്ടിയെ പോലെ Alexa എന്നെ കേൾക്കില്ല,But like a lil kid sometimes she/Alexa doesn't here me.,Sometimes Alexa doesn't listen to me like a young child does.,46.07983257368735,0.9118790030479431,0.5833333333333334,0.4166666666666667,0.43969524793388426
ഞാനും എന്റെ son ഉം tablet love ചെയ്യുന്നു. works great ആണ്. thanks.,My son and I love the tablet. Works great! Thanks!,Me and my son love the tablet. Works great. Thanks.,71.35594502155776,0.9750713109970093,0.9,0.8000000000000002,0.6861538461538462
"Alexa family friends ന് great gift ആണ്, always great feedback ലഭിക്കുന്നു.",alexa is a great gift have given to family and friends always a great feedback,Alexa is a great gift for family and friends. Always great feedback.,66.55247352097767,0.9279861450195312,0.8148148148148148,0.8148148148148148,0.6783515447334848
"mom ന് വാങ്ങി, easy simple ആണ്, books tablet ൽ load ചെയ്യാം","Bought for my Mom, easy to use, simple and she can load all of her books onto her tablet.",Bought this for my mom and it's easy and simple to use. She loves that she can load books onto her tablet.,56.79691520252739,0.9602444171905518,0.761904761904762,0.6666666666666666,0.7226092758390615
ഇത് ഒരാൾക്ക് great first tablet ആണ്. വളരെ inexpensive ആണ് കൂടാതെ നിങ്ങൾക്ക് വേണ്ടതെല്ലാം ഉണ്ട്,This is a great first tablet for someone. Very inexpensive and has everything you want on it,This is a great first tablet for someone. Very inexpensive and has everything you need.,90.0645891591788,0.9837935566902161,0.8749999999999999,0.8749999999999999,0.8909086941340781
"background music play ചെയ്യാൻ sound quality good ആണ്, പക്ഷേ Sonos prefer ചെയ്യുന്നു, Alexa smart home control ന് useful ആണ്, Google Home പോലെ deep search ഇല്ല, decision മുമ്പ് compare ചെയ്യണം, home control വേണ്ടി suits ആണ്.","Sound quality is pretty good if you want it to play background music, but I still prefer Sonos for this purpose. Alexa is useful for controlling the widest range of smart home products, but it's not backed by Google Home's superior search intelligence, so it isn't that great for asking in-depth questions of it. There are comparisons of these products out there, so take a look before making a decision. Since I mostly wanted it for home control, it suits my need.","The sound quality is good for playing background music, but I prefer the Sonos. Alexa is very useful for the smart home control. There is no deep search like with Google Home. You have to compare it before you make a decision. Suits for home control.",35.654658250821,0.9126881957054138,0.48484848484848486,0.39393939393939387,0.38248261442661685
"value beat ചെയ്യാൻ കഴിയില്ല, having one great ആണ്.",you just cant beat the value here. great having one of these,You can't beat the value. Having one is great.,45.69717545853443,0.92426598072052,0.6363636363636365,0.5454545454545454,0.544452519379845
"4 year old നു വാങ്ങി, Christmas gift ആയതിനാൽ ഇതുവരെ try ചെയ്തിട്ടില്ല. reviews പ്രകാരം job ചെയ്യും, price, color great ആണ്.",I BOUGHT THIS FOR MY 4YR OLD. WE HAVE NOT TRIED IT YET AS IT IS A CHRISTMAS GIFT. FROM WHAT I READ THIS WILL DO THE JOB FOR HIM. THE PRICE AND COLOR WAS GREAT.,I bought this for my 4 year old and it was a Christmas gift so I haven't tried it yet. According to reviews it will do the job and the price and the color is great.,0.9333333333333335,0.9180123805999756,0.684931506849315,0.547945205479452,0.5738836888138713
"hands down best. nook ഉപയോഗിച്ചിരുന്നു, rarely use. kindle ൽ 5 books വായിച്ചു, smooth experience.",Hands down the best. I had a nook for years and rarely used it. I have already read 5 different books on the kindle and it's a much smoother experience.,Hands down is the best. I've had a nook and rarely used it. I've read 5 books on my kindle and it's been a smooth experience.,56.58184139656195,0.9663842916488647,0.7666666666666667,0.7666666666666667,0.7473477819404083
എനിക്ക് amazon fire tablet വളരെ love ആണ്. home work ഉം school ഉം ഇടയിൽ back and forth പോകുമ്പോൾ ഇത് great ആണ്.,I love the amazon fire tablet. It's great for me when I'm going back and forth between home work and school!,I love the amazon fire tablet so much. It's great when I go back and forth between home work and school.,77.5678115624977,0.978721559047699,0.8444444444444444,0.8444444444444444,0.8376817929313627
എന്റെ wife really like ചെയ്യുന്നു. works great കൂടാതെ front & back camera ഇഷ്ടമാണ്,Wife really likes it. Works great& likes the front & back camera.,My wife really likes it. Works great and loves the front & back camera.,84.31045418609482,0.9755355715751648,0.8333333333333333,0.8333333333333333,0.8483874759982757
6 years basic Kindle ഉപയോഗിച്ച ശേഷം upgrade ചെയ്തു. ഈ product ചെയ്യാൻ കഴിയുന്ന കാര്യങ്ങളിൽ ഞാൻ thrilled ആണ്. ഞാൻ avid reader ആണ്. Fire ഇത് ചെയ്യാനും other things ചെയ്യാനും അനുവദിക്കുന്നു. apps ഉം മറ്റു കാര്യങ്ങളും ഇപ്പോഴും explore ചെയ്യുന്നു. user manual ഉണ്ടായിരുന്നെങ്കിൽ നല്ലതായിരുന്നു,"After having a basic Kindle for 6 years, I moved up. I am thrilled with all this product can do. I am an avid reader. The Fire let's me do that and lots of other things. I am still finding apps, and other things it will do. I know this sounds ""old fashioned"", but it would be great to have a user's manual! Thanks for asking.",Upgraded after 6 years of using a basic Kindle. I'm thrilled with all the things this product can do. I am an avid reader. The Fire allows me to do it and do other things. I'm still exploring the apps and other things. I wish it had a user manual.,50.209882976503,0.9414476156234741,0.6833333333333333,0.5833333333333334,0.5771347414155843
"little tweaking കൊണ്ട് Playstore install ചെയ്യാം without rooting, great tablet ആണ്, excellent color, fast, battery long lasting.","With a little tweaking you can install Playstore without rooting. It's a great tablet, excellent color, fast, and battery lasts a very long time.","With a little tweaking you can install the Playstore without rooting. Great tablet. Excellent color, fast and battery lasts a long time.",79.76110555618968,0.9822202920913696,0.8936170212765958,0.8936170212765958,0.7717776370120121
register ചെയ്യാനും work ചെയ്യാനും പല problems ഉണ്ടായി. Best Buy Amazon internet provider customer service help ചെയ്തെങ്കിലും result ഇല്ല.,"Had all kinds of problems in registering it and getting it to work Had Customer service from Best Buy, Amazon and my internet provider trying to help, but to no avail.",I have had a lot of problems registering and working with it. Best Buy and Amazon Internet Provider have helped with customer service but no results.,43.72108388742961,0.9264482855796814,0.5614035087719298,0.45614035087719296,0.4455089820359281
"ഞങ്ങളുടെ granddaughter ന് reading ഇഷ്ടമാണ്, എന്റെ wife നും ഒരെണ്ണം ഉണ്ട്, അതിനാൽ ഇത് perfect gift ആണെന്ന് ഞങ്ങൾ thought ചെയ്തു.",our granddaughter loves to read and my wife has one also so we thought this would be a perfect gift for her.,Our granddaughter loves to read and my wife also has one so we thought this was the perfect gift for her.,80.28083777658433,0.9874370694160461,0.8837209302325582,0.8372093023255814,0.8665393013100439
"very easy light ആണ്, backlight real paper പോലെ ആണ്, bed ൽ reading ന് best friend ആണ്.","it's very easy and light to use and the back light is very similar to real paper, so it's my best friend anywhere especially in bed before falling a sleep",Very easy and light to use. The backlight is as good as real paper. Best friend for reading in bed.,41.97240580585685,0.9297407865524292,0.5384615384615384,0.5384615384615384,0.34875
"use ചെയ്യാൻ easy ആണ്, lots of features ഉണ്ട്, kids interested ആയി നിർത്തുന്നു, good beginner tablet unit ആണ്","Easy to use, lots of features, keeps kids interested, good beginner tablet unit","Easy to use, lots of features, keeps kids interested. Good beginner tablet unit.",92.66087879054705,0.9864761829376221,1.0,1.0,0.901863354037267
"speaker functionality great ആണ്, sound good ആണ്.","The functionality of the speaker is great, sound is good.",The speaker has great functionality and sound is good.,67.46292212499804,0.9778459072113037,0.7368421052631577,0.631578947368421,0.635593220338983
"TV streaming ന് best device ആണ്, Fire TV stick നേക്കാൾ expensive ആണ്, പക്ഷേ faster processor expandable memory കാരണം recommend ചെയ്യുന്നു",This is the best device to stream to your tv with all the apps available. It costs more than the firetv stick but I recommend it because of the quicker processor and expandable memory.,This is the best device to have for TV streaming. The Fire TV is more expensive than the stick but the faster processor and expandable memory make it recommended.,53.1302645389293,0.9400147199630737,0.6031746031746031,0.5714285714285715,0.6119211267605633
എന്റെ husband ഇത് love ചെയ്യുന്നു. Alexa യോട് music play ചെയ്യാനും jokes പറയാനും ഇഷ്ടമാണ്.,My husband loves it!! He likes telling Alexa to play music and to tell jokes,My husband loves it. He loves to tell Alexa how to play music and tell jokes.,67.07046955051771,0.9665347933769226,0.8387096774193549,0.7741935483870969,0.7099594223654373
"CNN Travel channel load ആവുന്നില്ല, DirectNOW 200MB speed ഉണ്ടെങ്കിലും, Google WiFi router ഉണ്ടെങ്കിലും, cable better എന്ന് തീരുമാനിച്ചു.",Does not load up CNN or Travel channel.I even have DirectNOW for $50 a month and 200 MB internet speed. And the new google wifi router.I give up and will just go back to regular cable and pay the extra - for less hassle. Cable/Satellite WINS.,"Can't load my channel from CNN Travel, even though DirectNOW has 200MB of speed, and I have a google wifi router, I decided cable is better.",29.227133818800908,0.8980911374092102,0.4266666666666667,0.32,0.17454071025499598
"surfing shopping ന് great ആണ്, price beat ചെയ്യാൻ കഴിയില്ല",Great for surfing and shopping! Can't beat the price!,Great for surfing and shopping. Can't beat the price.,89.23268998495885,0.9795955419540405,1.0,1.0,0.8300000000000002
"ഇത് എന്റെ wife നായി gift ആയിരുന്നു, അവൾ absolutely love ചെയ്യുന്നു",This was a gift for my wife and she absolutely loves it,This was a gift for my wife and she absolutely loves it.,99.51959212972312,0.9960821866989136,1.0,1.0,0.9914485766758494
"great product ആണ്, day, night ഇരുവേളയും eyes friendly.",Great product! Easy on the eyes in the day or night.,"Great product, eyes friendly day and night in and out of the dark",43.50109594525585,0.9253449440002441,0.5833333333333334,0.41666666666666663,0.36610063872877396
old Kindle broke. Paperwhite improvements ഇഷ്ടമാണ്. full touch screen ആണ്,Old kindle broke. I love the improvements of the paperwhite. It is all touch screen. The old was not.,My old Kindle broke. I love the improvements to the Paperwhite. Full touch screen.,64.15820323008612,0.9294232726097107,0.6666666666666667,0.6666666666666667,0.473419278425656
ഈ device TV content കൊണ്ടുവരാൻ great ആണ്. Ethernet USB micro SD slots ഉണ്ട്.,"This device is great for bringing in content to your tv. This device has a wired Ethernet port, USB and a micro SD card slot.","This device is great for bringing TV content. Ethernet, USB and micro SD slots",52.009839049993985,0.9499719738960266,0.6666666666666666,0.6153846153846153,0.543887010261194
"Google പോലെ anything ചോദിക്കാമെന്ന് കരുതി. എല്ലാം program ചെയ്യണം, ഇപ്പോൾ limited ആണ്. പക്ഷേ still cool ആണ്.","I guess I thought you could ask it anything kinda like Google. You have to program everything it does,pretty limited right now. But still pretty cool",I thought I could ask it anything like Google. You have to program everything and it is limited now. But it is still cool.,60.771092075702235,0.9481351971626282,0.7843137254901961,0.7450980392156864,0.5982691933105154
"ഇത് lightweight ഉം easy to use ഉം ആണെന്ന് ഞാൻ love ചെയ്യുന്നു. എന്റെ local librarian എനിക്ക് e books borrow ചെയ്യാൻ എങ്ങനെ എന്ന് കാണിച്ചു, അത് ചെയ്യാൻ വളരെ simple ആണ്. എനിക്ക് perfect ആണ്",I love that it is lightweight and easy to use. My local librarian showed me how to borrow e-books and it is so simple to do. Perfect for me.,I love that it's lightweight and easy to use. My local librarian showed me how to borrow e-books and it's so simple to do. It's perfect for me.,89.68080930406899,0.993678629398346,0.9032258064516129,0.9032258064516129,0.9279503105590062
"this product disappoint ചെയ്തില്ല. deal of the day ൽ വാങ്ങി, regret ഇല്ല. sound quality great, voice commands accurate.",This product did not disappoint me. I purchased it on the deal of the day and do not regret it for a second. Great sound quality and unbelievably accurate with voice commands.,This product did not disappoint me. I bought it at the deal of the day and have not regretted it. The sound quality is great and the voice commands are accurate.,60.78853554767042,0.9687668085098267,0.7301587301587302,0.6666666666666667,0.7197126023402157
Alexa വീട്ടിലേക്ക് കൊണ്ടുവന്ന് on ചെയ്തതോടെ എല്ലാ smart devices ലേക്കും ഉടനെ link ചെയ്തു. ഏകദേശം 10 minutes ൽ ready ആയി. ഞാൻ വളരെ pleased ആണ്.,Brought Alexa home turn her on and immediately she linked to all the smart devices inside my home. I think we were up and running in about 10 minutes. I couldn't be more pleased.,As soon as I brought Alexa home and turned it on I immediately linked it to all my smart devices. Got ready in about 10 minutes. I'm very pleased.,48.186465250083884,0.9278469681739807,0.5846153846153846,0.4923076923076923,0.5441713925645872
ഈ reader digital media on the go use ചെയ്യാൻ great ആണ്. കുറച്ച് tweaks ഉപയോഗിച്ച് ഇത് cheap functional tablet ആകും.,This reader is great for consuming your digital media on the go. With a few tweaks it is quite a function tablet for cheap.,This reader is great for using digital media on the go. With a few tweaks this will be a cheap functional tablet.,66.00892393983726,0.9685419201850891,0.7391304347826088,0.6956521739130435,0.7267441860465118
"എന്റെ 6 year old granddaughter നു വേണ്ടി ഈ tablet വാങ്ങി, ഇത് great decision ആയിരുന്നു എന്ന് ഞാൻ പറയണം. അവൾ ഇത് learning നും fun നും വേണ്ടി use ചെയ്തു. അവൾ തന്റെ tablet ൽ games കളിക്കുകയും, favorite music കേൾക്കുകയും, movies കാണുകയും ചെയ്യുന്നത് ഞാൻ കാണുന്നു. അവൾക്ക് tablet use ചെയ്യാൻ ഒരു problem ഉം ഇല്ല, അവൾ Amazon Fire Kids Edition tablet operate ചെയ്യുന്നത് എന്നെ പോലും പഠിപ്പിച്ചു.","I got this tablet for my 6 year old grand daughter and I must say it was a great decision. She used her tablet for learning and fun. I watch her play her games on her tablet, listen to her favorite music and watch her movies. She has no problem using her tablet, she has even taught me how to operate her Amazon Fire Kids Edition tablet","I have to say I bought this tablet for my 6 year old granddaughter and it was a great decision. She has used it for learning and fun. I watch her play games on her tablet, listen to her favorite music and watch movies. She has no problem using the tablet and she even taught me how to operate the Amazon Fire Kids Edition tablet.",81.4365610675908,0.9795820713043213,0.8636363636363636,0.8181818181818182,0.746890156673072
എന്റെ family/kids പോലെ product ൽ വളരെ satisfied ആണ്.,Very satisfied with product as do my family /kids.,As my family/kids are very satisfied with the product.,71.47497128352363,0.9214012622833252,0.8421052631578948,0.4210526315789474,0.5724489795918367
"എന്റെ grandmaയ്ക്ക് tablet കിട്ടി. അവൾക്ക് അത് figure out ചെയ്യാൻ കഴിഞ്ഞു, അവൾക്ക് mobile phone പോലും ഇല്ല. under $40 ന് not bad ആണ്",Got the tablet for my grandma. She was able to figure it out and she doesn't even have a mobile phone. Not bad for under $40.,Got the tablet for my grandma. She was able to figure it out and she doesn't even have a mobile phone. Not bad for under $40.,100.0,0.9999999403953552,1.0,1.0,0.9999832164076399
"I love these, works great ആണ്, plug and play feel ആണ്.",I love these. Works great.nothing like plug and play.,I love these. Works great and feels like plug and play.,75.46255269383461,0.952536940574646,0.8571428571428572,0.8571428571428572,0.8892857142857141
"എനിക്ക് വേണ്ടതെല്ലാം simply ചെയ്യുന്നു, Silk browser wonders work ചെയ്യുന്നു.",Simply does everything I need. Thank youAnd silk works wonders,It simply does everything I need it to do. Works wonders with my Silk browser.,61.6404299149194,0.9135992527008057,0.64,0.56,0.7418050234142188
Amazon Echoയുടെ possibilities endless ആണ്. ഇപ്പോൾ just getting started ആണ് പക്ഷേ long time use ചെയ്യും എന്ന് അറിയാം,"The possibilities are endless with the Amazon Echo. I'm just getting started with the Echo, but I know that I'll be using this for a long time.",The possibilities of the Amazon Echo are endless. I'm just getting started with it now but I know I'll be using it for a long time.,71.95871479359492,0.9827183485031128,0.8421052631578947,0.7719298245614034,0.7943507870938931
"tablet worry ഇല്ല, easy to work ആണ്, big devices പോലെ functionality ഉണ്ട്.",No worries with this tablet. It's easy to work and has all the functionality of the big boys.,I'm not worried about the tablet. It's easy to work with and has the same functionality as the big devices.,59.991546576277656,0.9510282874107361,0.6341463414634148,0.5853658536585366,0.7042253521126761
"harmony remote ന് ഇത് great work ചെയ്യുന്നു, പക്ഷേ വളരെ smart അല്ല. Siri most items ന് better ആണ്","Works great with my harmony remote, but she is not very smart. Siri works better for most items.","It works great for the harmony remote, but not so smart. Siri is better for most items.",66.4642621435137,0.9551517367362976,0.7428571428571428,0.6857142857142857,0.7334965610047847
"bigger screen വേണ്ടിയിരുന്നു, ഇപ്പോൾ different apps use ചെയ്യാൻ try ചെയ്യുന്നു, so far easy ആണ്.","Was wanting a bigger screen, which it is, trying to get use to different applications, so far seems easy.",I was looking for a bigger screen. Now I'm trying to use it for different apps. So far it's been easy.,41.76340519218639,0.9242013692855835,0.5714285714285715,0.5238095238095238,0.49137251467110443
"some freezing ഉണ്ടായിരുന്നു, പക്ഷേ still good work ചെയ്യുന്നു, bedroom ന് മറ്റൊന്ന് വാങ്ങും",Had some freezing. But still works good. Will buy another one for a bedrooms..,I have had some freezing but it still works good. I will buy another one for the bedroom.,72.76083511428972,0.9361086487770081,0.75,0.75,0.8229929351316633
"great tablet great price ആണ്, child ന് perfect gift ആണ്, daughter love ചെയ്യുന്നു","Great tablet, great price. Perfect gift for your child. My daughter loves it.",Great tablet and great price. Perfect gift for a child. Daughter loves it.,75.94072647460224,0.9770440459251404,0.8461538461538461,0.8461538461538461,0.8187416978625771
"daughter നു gift ആയി വാങ്ങി, അവൾ സന്തോഷപ്പെട്ടു.",I bought this as a gift for my daughter who was happy to get it.,I bought this as a gift for my daughter and she was very happy with it.,69.07993379179499,0.9697261452674866,0.7741935483870969,0.7741935483870969,0.7956926017126685
"very nice product ആണ്, ഞങ്ങൾ തിരഞ്ഞതെല്ലാം ഉണ്ടായിരുന്നു",Very nice product...Had everything we were looking for...,Very nice product had everything we were looking for,81.91293165411993,0.9624527096748352,1.0,1.0,0.8287608596250572
"great all around tablet ആണ്, daughter use ചെയ്യുന്നു love ചെയ്യുന്നു, good size ആണ്, cartoons YouTube videos watch ചെയ്യാൻ good picture quality, memory slot ഉള്ളത് best ആണ് travel ന് videos save ചെയ്യാം",This is a great all around tablet. This tablet is currently being used by my daughter and she loves it. It's a good size and the picture quality is good enough to watch cartoons and a few YouTube videos on. The best part is that it has a memory slot so you can save videos on it for travel.,This is a great all around tablet. My daughter uses it and loves it. It's a good size. Good picture quality for watching cartoons and YouTube videos. The only thing I like about it is that it has a memory slot so I can save videos for travel.,60.90741225713967,0.9609254002571106,0.7155963302752293,0.6788990825688074,0.6530472271213013
ഞങ്ങൾ Amazon Alexa love ചെയ്യുന്നു. weather ചോദിച്ച് daily music play ചെയ്യുന്നു,We love our Amazon Alexa!! We ask her the weather and play music everyday.,We love our Amazon Alexa. We ask for the weather and play music every day.,84.7208116411194,0.9740394353866577,0.8275862068965518,0.8275862068965518,0.7535676992690568
"original Paperwhite replace ചെയ്ത് ഈ new model വാങ്ങി, recipient ഇത് love ചെയ്യുന്നു",Replaced original paper white with this new model and the recipient just loves it!!,Purchased this new model to replace the original Paperwhite and the recipient loves it.,64.27599659340152,0.9295205473899841,0.6428571428571429,0.5714285714285714,0.5896226415094339
old Kindle Paperwhite ഉപയോഗിച്ചാൽ ഈ model higher resolution and fonts upgrade worth ആണ് microUSB port കണ്ടെത്താൻ easy,"If you're using an older Kindle Paperwhite model (like I was), the higher resolution and additional font choices available in this model more than justify the upgrade cost.I'd recommend the white case if you can get it. It's a lot easier to find the microUSB port when you're trying to plug in a, charging cable.","If you are using an older Kindle Paperwhite, this model is well worth the upgrade to higher resolution and fonts. Easy to find the micro USB port.",37.82324587814377,0.9186071157455444,0.4367816091954023,0.36781609195402304,0.32211412851368587
"house ൽ ഉള്ള എല്ലാ TVs നും accessible ആണ്, ഓരോ tv ക്കും stick വാങ്ങേണ്ടതില്ല",Accessable for all TVs in the house and not having to buy a stick for each tv would be 5*'s,Accessible to all TV's in the house so you don't have to buy a stick for each tv.,53.58869765856541,0.9352593421936035,0.5853658536585366,0.5365853658536585,0.6722475900558093
kids ന് great gift vacation സമയത്ത് games download web search ചെയ്യാൻ useful,this was a great gift for the kids. We are going on a vacation and The amazon fires are a great tool for them to download games and search the web while we are traveling..thanks,Great gift for kids. Useful for downloading games and searching the web during vacation.,33.194549339155444,0.9165990948677063,0.4,0.36,0.33478232124557866
movies TV shows sports എല്ലാം കാണാൻ ആഗ്രഹിക്കുന്നവർക്ക് ഇത് recommend ചെയ്യുന്നു.,"Recommend anyone wanting to watch a wide variety of things from movies, TV shows or sports to get one.","I recommend this to anyone who wants to watch movies, tv shows and sports.",39.0092826849295,0.9279986023902893,0.5454545454545454,0.48484848484848486,0.48982537162649725
advertised പോലെ work ചെയ്യുന്നു. music volume high ആയാലും hear ചെയ്യുന്നു എന്നതാണ് only issue,It works like advertised. The only issue I have is it can hear you when you are listening to music on volume level 8 or higher.,It works as advertised. The only issue is that it hears music when the volume is very high.,43.34825970620238,0.945502519607544,0.5,0.4545454545454546,0.38987469987995205
second one വാങ്ങി. waterproof അല്ല.,This was my second one I have bought. These are not water proof,Bought a second one. Not waterproof.,42.26565756334138,0.923786997795105,0.42105263157894735,0.3157894736842105,0.2776119402985075
"friend നു വാങ്ങി, basic web, book reading job ചെയ്യുന്നു, affordable price, fancy അല്ല, problems ഇല്ല.","Bought this for a friend. It does the job (basic web and book reading) and at an affordable price. Nothing too fancy, but no problems.",I bought this for a friend and it does the basic web and book reading job. It's an affordable price and not fancy. No problems with it.,66.69957774157544,0.9555999040603638,0.7924528301886793,0.7169811320754718,0.7258064516129032
"ഇപ്പോൾ എനിക്ക് ഈ tablets 3 ഉണ്ട്. harmony remotes, baby monitors, YouTube, reading, games എന്നിവയ്ക്ക് use ചെയ്യുന്നു. best tablet അല്ല, പക്ഷേ under $50 great ആണ്. play store ഇല്ല, അതിനാൽ apps side load ചെയ്യണം.","I now have 3 of these tablets. I use them for my harmony remotes, baby camera monitors, youtube for the kids, receiver software, reading articles and books, games and many other things. Its not the best tablet out there, but for under $50 its great. My one issue is that it does NOT have the play store, so if amazon does not have an app you will have to side load it. Other than that you can't beat it.","Now I have 3 of these tablets. I use them for harmony remotes, baby monitors, YouTube, reading, games, etc. Not the best tablet, but under $50 is great. No play store, so you have to side load the apps.",39.732281934039335,0.9361440539360046,0.6050420168067228,0.5546218487394958,0.5003217503217503
tablet great gift ആയിരുന്നു kids loved it Best Buy online great,the tablet was a great gift and my kids loved it best buy online is great,The tablet was a great gift. The kids loved it. Best Buy online is great.,72.43832524271008,0.956236720085144,0.9032258064516129,0.9032258064516129,0.854119425547997
