source,target,prediction,chrf,bertscore_f1,rouge1,rougeL,meteor
"Fire TV wonderful device ആണ്, Stick ഉണ്ട്, പക്ഷേ TV much better ആണ്",The Fire TV is a wonderful device. I have the Stick and I think that the TV is much better.,"The fire tv is a wonderful device. I have the stick, but the tv is much better.",59.77376382855882,0.9543508291244507,0.8648648648648648,0.8648648648648648,0.8211575489862951
ചിലപ്പോൾ ചെറിയ കുട്ടിയെ പോലെ Alexa എന്നെ കേൾക്കില്ല,But like a lil kid sometimes she/Alexa doesn't here me.,Sometimes Alexa can't hear me like a little kid.,40.496981573363435,0.9287106394767761,0.6363636363636365,0.3636363636363636,0.40301835019722176
ഞാനും എന്റെ son ഉം tablet love ചെയ്യുന്നു. works great ആണ്. thanks.,My son and I love the tablet. Works great! Thanks!,Me and my son love the tablet. Works great. Thanks.,71.35594502155776,0.9750713109970093,0.9,0.8000000000000002,0.6861538461538462
"Alexa family friends ന് great gift ആണ്, always great feedback ലഭിക്കുന്നു.",alexa is a great gift have given to family and friends always a great feedback,Alexa is a great gift for family and friends and always gets great feedback.,69.56402498040516,0.9203469157218933,0.7586206896551724,0.7586206896551724,0.6312500000000001
"mom ന് വാങ്ങി, easy simple ആണ്, books tablet ൽ load ചെയ്യാം","Bought for my Mom, easy to use, simple and she can load all of her books onto her tablet.",Bought this for my mom. It's easy and simple. I can load my books onto my tablet.,43.55090042278483,0.9588767290115356,0.6486486486486486,0.5945945945945946,0.4585123341709222
ഇത് ഒരാൾക്ക് great first tablet ആണ്. വളരെ inexpensive ആണ് കൂടാതെ നിങ്ങൾക്ക് വേണ്ടതെല്ലാം ഉണ്ട്,This is a great first tablet for someone. Very inexpensive and has everything you want on it,This is a great first tablet for someone. Very inexpensive and has everything you need.,90.0645891591788,0.9837935566902161,0.8749999999999999,0.8749999999999999,0.8909086941340781
"background music play ചെയ്യാൻ sound quality good ആണ്, പക്ഷേ Sonos prefer ചെയ്യുന്നു, Alexa smart home control ന് useful ആണ്, Google Home പോലെ deep search ഇല്ല, decision മുമ്പ് compare ചെയ്യണം, home control വേണ്ടി suits ആണ്.","Sound quality is pretty good if you want it to play background music, but I still prefer Sonos for this purpose. Alexa is useful for controlling the widest range of smart home products, but it's not backed by Google Home's superior search intelligence, so it isn't that great for asking in-depth questions of it. There are comparisons of these products out there, so take a look before making a decision. Since I mostly wanted it for home control, it suits my need.",Sound quality is good for playing background music but I prefer the Sonos. Alexa is very useful for smart home control. There is no such thing as a deep search as in Google Home. You have to compare it before you make a decision. Suits for home control.,34.812231285147725,0.9097340703010559,0.5074626865671642,0.373134328358209,0.38205716101791104
"value beat ചെയ്യാൻ കഴിയില്ല, having one great ആണ്.",you just cant beat the value here. great having one of these,Can't beat the value. Having one is great.,44.12128980147493,0.9245202541351318,0.5714285714285715,0.4761904761904762,0.4958545918367347
"4 year old നു വാങ്ങി, Christmas gift ആയതിനാൽ ഇതുവരെ try ചെയ്തിട്ടില്ല. reviews പ്രകാരം job ചെയ്യും, price, color great ആണ്.",I BOUGHT THIS FOR MY 4YR OLD. WE HAVE NOT TRIED IT YET AS IT IS A CHRISTMAS GIFT. FROM WHAT I READ THIS WILL DO THE JOB FOR HIM. THE PRICE AND COLOR WAS GREAT.,I bought this for my 4 year old and since it was a Christmas gift I haven't tried it yet. It does the job it says it will do and the price and the color is great.,0.9378349410503752,0.9140021204948425,0.6756756756756757,0.4864864864864865,0.5441587395957195
"hands down best. nook ഉപയോഗിച്ചിരുന്നു, rarely use. kindle ൽ 5 books വായിച്ചു, smooth experience.",Hands down the best. I had a nook for years and rarely used it. I have already read 5 different books on the kindle and it's a much smoother experience.,Hands down best. I've had a nook and rarely use it. I've read 5 books on my kindle and it's been a smooth experience.,51.34539215490494,0.9670689105987549,0.7241379310344828,0.7241379310344828,0.7266904761904763
എനിക്ക് amazon fire tablet വളരെ love ആണ്. home work ഉം school ഉം ഇടയിൽ back and forth പോകുമ്പോൾ ഇത് great ആണ്.,I love the amazon fire tablet. It's great for me when I'm going back and forth between home work and school!,I love the amazon fire tablet so much. It's great to go back and forth between home work and school.,75.38017601637897,0.969690203666687,0.7727272727272727,0.7727272727272727,0.7591479760521848
എന്റെ wife really like ചെയ്യുന്നു. works great കൂടാതെ front & back camera ഇഷ്ടമാണ്,Wife really likes it. Works great& likes the front & back camera.,My wife really likes it. Works great and loves the front & back camera.,84.31045418609482,0.9755355715751648,0.8333333333333333,0.8333333333333333,0.8483874759982757
6 years basic Kindle ഉപയോഗിച്ച ശേഷം upgrade ചെയ്തു. ഈ product ചെയ്യാൻ കഴിയുന്ന കാര്യങ്ങളിൽ ഞാൻ thrilled ആണ്. ഞാൻ avid reader ആണ്. Fire ഇത് ചെയ്യാനും other things ചെയ്യാനും അനുവദിക്കുന്നു. apps ഉം മറ്റു കാര്യങ്ങളും ഇപ്പോഴും explore ചെയ്യുന്നു. user manual ഉണ്ടായിരുന്നെങ്കിൽ നല്ലതായിരുന്നു,"After having a basic Kindle for 6 years, I moved up. I am thrilled with all this product can do. I am an avid reader. The Fire let's me do that and lots of other things. I am still finding apps, and other things it will do. I know this sounds ""old fashioned"", but it would be great to have a user's manual! Thanks for asking.",Upgraded after 6 years of using a basic Kindle. I am thrilled with all the things this product can do. I am an avid reader. The Fire allows me to do this and do other things. I am still exploring apps and other things. I wish there was a user manual.,53.261215587653666,0.9441912770271301,0.7058823529411765,0.6050420168067226,0.6122475780951415
"little tweaking കൊണ്ട് Playstore install ചെയ്യാം without rooting, great tablet ആണ്, excellent color, fast, battery long lasting.","With a little tweaking you can install Playstore without rooting. It's a great tablet, excellent color, fast, and battery lasts a very long time.","With a little tweaking you can install the Playstore without rooting. Great tablet. Excellent color, fast, battery lasts a long time.",78.33225040405306,0.9813048839569092,0.8695652173913043,0.8695652173913043,0.7894320101351352
register ചെയ്യാനും work ചെയ്യാനും പല problems ഉണ്ടായി. Best Buy Amazon internet provider customer service help ചെയ്തെങ്കിലും result ഇല്ല.,"Had all kinds of problems in registering it and getting it to work Had Customer service from Best Buy, Amazon and my internet provider trying to help, but to no avail.",I have had a lot of problems registering and working with it. Best Buy has helped my Amazon internet provider and customer service but hasn't had a result yet.,47.643642511158035,0.9180414080619812,0.5573770491803278,0.39344262295081966,0.4565001543023521
"ഞങ്ങളുടെ granddaughter ന് reading ഇഷ്ടമാണ്, എന്റെ wife നും ഒരെണ്ണം ഉണ്ട്, അതിനാൽ ഇത് perfect gift ആണെന്ന് ഞങ്ങൾ thought ചെയ്തു.",our granddaughter loves to read and my wife has one also so we thought this would be a perfect gift for her.,Our granddaughter loves to read and my wife also has one so we thought this was the perfect gift.,73.58113284744351,0.9792949557304382,0.8292682926829269,0.7804878048780488,0.7782672540381792
"very easy light ആണ്, backlight real paper പോലെ ആണ്, bed ൽ reading ന് best friend ആണ്.","it's very easy and light to use and the back light is very similar to real paper, so it's my best friend anywhere especially in bed before falling a sleep",Very easy to use and light. The backlight is as good as real paper. Best friend for reading in bed.,39.152540614006426,0.9278928637504578,0.5384615384615384,0.5000000000000001,0.3763194444444445
"use ചെയ്യാൻ easy ആണ്, lots of features ഉണ്ട്, kids interested ആയി നിർത്തുന്നു, good beginner tablet unit ആണ്","Easy to use, lots of features, keeps kids interested, good beginner tablet unit","Easy to use, lots of features, keeps kids interested, good beginner tablet unit.",99.69066798791769,0.9928736686706543,1.0,1.0,0.9936675077639752
"speaker functionality great ആണ്, sound good ആണ്.","The functionality of the speaker is great, sound is good.",The speaker has great functionality and sound is good.,67.46292212499804,0.9778459072113037,0.7368421052631577,0.631578947368421,0.635593220338983
"TV streaming ന് best device ആണ്, Fire TV stick നേക്കാൾ expensive ആണ്, പക്ഷേ faster processor expandable memory കാരണം recommend ചെയ്യുന്നു",This is the best device to stream to your tv with all the apps available. It costs more than the firetv stick but I recommend it because of the quicker processor and expandable memory.,This is the best device for TV streaming. The Fire TV is more expensive than the stick but the faster processor and expandable memory make it a great choice. I would recommend this product.,52.65049046851411,0.9393830895423889,0.5882352941176471,0.5,0.6017506925207755
എന്റെ husband ഇത് love ചെയ്യുന്നു. Alexa യോട് music play ചെയ്യാനും jokes പറയാനും ഇഷ്ടമാണ്.,My husband loves it!! He likes telling Alexa to play music and to tell jokes,My husband loves it. He loves to tell Alexa to play music and tell him jokes.,67.6316844156375,0.9734106659889221,0.8387096774193549,0.7741935483870969,0.6695309702828499
"CNN Travel channel load ആവുന്നില്ല, DirectNOW 200MB speed ഉണ്ടെങ്കിലും, Google WiFi router ഉണ്ടെങ്കിലും, cable better എന്ന് തീരുമാനിച്ചു.",Does not load up CNN or Travel channel.I even have DirectNOW for $50 a month and 200 MB internet speed. And the new google wifi router.I give up and will just go back to regular cable and pay the extra - for less hassle. Cable/Satellite WINS.,Can't load my CNN Travel channel. DirectNOW has 200 MB of speed but I have a Google WiFi router so I decided to get a better cable.,27.012738711716082,0.9002932906150818,0.4473684210526316,0.3684210526315789,0.23251874279123413
"surfing shopping ന് great ആണ്, price beat ചെയ്യാൻ കഴിയില്ല",Great for surfing and shopping! Can't beat the price!,Great for surfing and shopping. Can't beat the price.,89.23268998495885,0.9795955419540405,1.0,1.0,0.8300000000000002
"ഇത് എന്റെ wife നായി gift ആയിരുന്നു, അവൾ absolutely love ചെയ്യുന്നു",This was a gift for my wife and she absolutely loves it,This was a gift for my wife and she absolutely loves it.,99.51959212972312,0.9960821866989136,1.0,1.0,0.9914485766758494
"great product ആണ്, day, night ഇരുവേളയും eyes friendly.",Great product! Easy on the eyes in the day or night.,"Great product, eyes friendly both day and night.",43.67775874244566,0.9379410743713379,0.5263157894736842,0.5263157894736842,0.4024496937882765
old Kindle broke. Paperwhite improvements ഇഷ്ടമാണ്. full touch screen ആണ്,Old kindle broke. I love the improvements of the paperwhite. It is all touch screen. The old was not.,My old kindle broke. I love the improvements to the paperwhite. Full touch screen.,71.28807711669066,0.9456278085708618,0.6666666666666667,0.6666666666666667,0.473419278425656
ഈ device TV content കൊണ്ടുവരാൻ great ആണ്. Ethernet USB micro SD slots ഉണ്ട്.,"This device is great for bringing in content to your tv. This device has a wired Ethernet port, USB and a micro SD card slot.","This device is great for bringing TV content. It has Ethernet, USB and micro SD slots.",52.74824393420131,0.9594091176986694,0.6829268292682927,0.6341463414634146,0.6072616281718373
"Google പോലെ anything ചോദിക്കാമെന്ന് കരുതി. എല്ലാം program ചെയ്യണം, ഇപ്പോൾ limited ആണ്. പക്ഷേ still cool ആണ്.","I guess I thought you could ask it anything kinda like Google. You have to program everything it does,pretty limited right now. But still pretty cool",I thought I could ask it anything like Google. I had to program everything and it's limited now. But it's still cool.,53.28815109029076,0.9450212121009827,0.7058823529411765,0.6666666666666667,0.5507073761042015
"ഇത് lightweight ഉം easy to use ഉം ആണെന്ന് ഞാൻ love ചെയ്യുന്നു. എന്റെ local librarian എനിക്ക് e books borrow ചെയ്യാൻ എങ്ങനെ എന്ന് കാണിച്ചു, അത് ചെയ്യാൻ വളരെ simple ആണ്. എനിക്ക് perfect ആണ്",I love that it is lightweight and easy to use. My local librarian showed me how to borrow e-books and it is so simple to do. Perfect for me.,I love that it's lightweight and easy to use. My local librarian showed me how to borrow e-books and it's so simple to do. For me it's perfect.,86.02618011589797,0.9910224080085754,0.9032258064516129,0.870967741935484,0.9228433402346445
"this product disappoint ചെയ്തില്ല. deal of the day ൽ വാങ്ങി, regret ഇല്ല. sound quality great, voice commands accurate.",This product did not disappoint me. I purchased it on the deal of the day and do not regret it for a second. Great sound quality and unbelievably accurate with voice commands.,This product didn't disappoint me. I bought it on deal of the day and have not regretted it. The sound quality is great and the voice commands are accurate.,57.88729681559306,0.9665238261222839,0.7096774193548386,0.6129032258064516,0.7093444018731376
Alexa വീട്ടിലേക്ക് കൊണ്ടുവന്ന് on ചെയ്തതോടെ എല്ലാ smart devices ലേക്കും ഉടനെ link ചെയ്തു. ഏകദേശം 10 minutes ൽ ready ആയി. ഞാൻ വളരെ pleased ആണ്.,Brought Alexa home turn her on and immediately she linked to all the smart devices inside my home. I think we were up and running in about 10 minutes. I couldn't be more pleased.,As soon as I brought Alexa home and turned it on I immediately linked it to all my smart devices. Got ready in about 10 minutes. I'm very pleased.,48.186465250083884,0.9278469681739807,0.5846153846153846,0.4923076923076923,0.5441713925645872
ഈ reader digital media on the go use ചെയ്യാൻ great ആണ്. കുറച്ച് tweaks ഉപയോഗിച്ച് ഇത് cheap functional tablet ആകും.,This reader is great for consuming your digital media on the go. With a few tweaks it is quite a function tablet for cheap.,This reader is great for using digital media on the go. With a few tweaks this will be a cheap and functional tablet.,65.76798149382277,0.9661304950714111,0.723404255319149,0.6808510638297872,0.7239382239382239
"എന്റെ 6 year old granddaughter നു വേണ്ടി ഈ tablet വാങ്ങി, ഇത് great decision ആയിരുന്നു എന്ന് ഞാൻ പറയണം. അവൾ ഇത് learning നും fun നും വേണ്ടി use ചെയ്തു. അവൾ തന്റെ tablet ൽ games കളിക്കുകയും, favorite music കേൾക്കുകയും, movies കാണുകയും ചെയ്യുന്നത് ഞാൻ കാണുന്നു. അവൾക്ക് tablet use ചെയ്യാൻ ഒരു problem ഉം ഇല്ല, അവൾ Amazon Fire Kids Edition tablet operate ചെയ്യുന്നത് എന്നെ പോലും പഠിപ്പിച്ചു.","I got this tablet for my 6 year old grand daughter and I must say it was a great decision. She used her tablet for learning and fun. I watch her play her games on her tablet, listen to her favorite music and watch her movies. She has no problem using her tablet, she has even taught me how to operate her Amazon Fire Kids Edition tablet","Bought this tablet for my 6 year old granddaughter and I have to say it was a great decision. She has used it for learning and fun. I see her playing games on her tablet, listening to my favorite music and watching movies. She has no problem using the tablet at all and she even taught me how to operate the Amazon Fire Kids Edition tablet.",77.095371455705,0.9749818444252014,0.7669172932330827,0.7518796992481201,0.7109646285677984
എന്റെ family/kids പോലെ product ൽ വളരെ satisfied ആണ്.,Very satisfied with product as do my family /kids.,Like my family/kids I am very satisfied with the product,70.34866037067856,0.9306802153587341,0.7000000000000001,0.39999999999999997,0.446
"എന്റെ grandmaയ്ക്ക് tablet കിട്ടി. അവൾക്ക് അത് figure out ചെയ്യാൻ കഴിഞ്ഞു, അവൾക്ക് mobile phone പോലും ഇല്ല. under $40 ന് not bad ആണ്",Got the tablet for my grandma. She was able to figure it out and she doesn't even have a mobile phone. Not bad for under $40.,My grandma got the tablet. She was able to figure it out and she doesn't even have a mobile phone. Not bad for under $40.,90.23410821027062,0.9905454516410828,0.9811320754716981,0.9056603773584906,0.9703883495145632
"I love these, works great ആണ്, plug and play feel ആണ്.",I love these. Works great.nothing like plug and play.,"I love these, they work great, plug and play feel great.",49.72635126218879,0.940994381904602,0.6666666666666666,0.6666666666666666,0.6637168141592921
"എനിക്ക് വേണ്ടതെല്ലാം simply ചെയ്യുന്നു, Silk browser wonders work ചെയ്യുന്നു.",Simply does everything I need. Thank youAnd silk works wonders,Does just what I need it to do. Works wonders of the Silk browser.,32.040446318827485,0.9035610556602478,0.5,0.41666666666666663,0.49778172138420584
Amazon Echoയുടെ possibilities endless ആണ്. ഇപ്പോൾ just getting started ആണ് പക്ഷേ long time use ചെയ്യും എന്ന് അറിയാം,"The possibilities are endless with the Amazon Echo. I'm just getting started with the Echo, but I know that I'll be using this for a long time.",The possibilities of the Amazon Echo are endless. It's just getting started right now but I know it will be in use for a long time to come.,60.8515078430286,0.9606947898864746,0.6206896551724138,0.5517241379310345,0.5383532723434201
"tablet worry ഇല്ല, easy to work ആണ്, big devices പോലെ functionality ഉണ്ട്.",No worries with this tablet. It's easy to work and has all the functionality of the big boys.,I'm not worried about the tablet. It's easy to work and it has the same functionality as any big device.,57.62795724420935,0.9465640187263489,0.5853658536585366,0.5365853658536586,0.5998956703182056
"harmony remote ന് ഇത് great work ചെയ്യുന്നു, പക്ഷേ വളരെ smart അല്ല. Siri most items ന് better ആണ്","Works great with my harmony remote, but she is not very smart. Siri works better for most items.","Works great for harmony remote, but not very smart. Siri is better for most items.",73.59618159292492,0.964299738407135,0.8484848484848485,0.7878787878787877,0.8032027815388729
"bigger screen വേണ്ടിയിരുന്നു, ഇപ്പോൾ different apps use ചെയ്യാൻ try ചെയ്യുന്നു, so far easy ആണ്.","Was wanting a bigger screen, which it is, trying to get use to different applications, so far seems easy.",Needed a bigger screen. Now try to use different apps. So far so easy to use.,36.161693744861175,0.9177573919296265,0.5714285714285714,0.5142857142857142,0.4797874011624862
"some freezing ഉണ്ടായിരുന്നു, പക്ഷേ still good work ചെയ്യുന്നു, bedroom ന് മറ്റൊന്ന് വാങ്ങും",Had some freezing. But still works good. Will buy another one for a bedrooms..,I've had some freezing but it still works good. I'll buy another one for the bedroom.,71.64180361908139,0.9374030232429504,0.6875000000000001,0.6875000000000001,0.758670520231214
"great tablet great price ആണ്, child ന് perfect gift ആണ്, daughter love ചെയ്യുന്നു","Great tablet, great price. Perfect gift for your child. My daughter loves it.",Great tablet and great price. Perfect gift for a child. My daughter loves it.,84.10733976757125,0.9861749410629272,0.888888888888889,0.888888888888889,0.8788235294117647
"daughter നു gift ആയി വാങ്ങി, അവൾ സന്തോഷപ്പെട്ടു.",I bought this as a gift for my daughter who was happy to get it.,Purchased as a gift for my daughter and she was very happy with it.,49.49777680615574,0.9551247358322144,0.6206896551724138,0.6206896551724138,0.6088050314465409
"very nice product ആണ്, ഞങ്ങൾ തിരഞ്ഞതെല്ലാം ഉണ്ടായിരുന്നു",Very nice product...Had everything we were looking for...,Very nice product we had everything we were looking for,81.21156358522228,0.9566059708595276,0.9473684210526316,0.9473684210526316,0.8211575489862951
"great all around tablet ആണ്, daughter use ചെയ്യുന്നു love ചെയ്യുന്നു, good size ആണ്, cartoons YouTube videos watch ചെയ്യാൻ good picture quality, memory slot ഉള്ളത് best ആണ് travel ന് videos save ചെയ്യാം",This is a great all around tablet. This tablet is currently being used by my daughter and she loves it. It's a good size and the picture quality is good enough to watch cartoons and a few YouTube videos on. The best part is that it has a memory slot so you can save videos on it for travel.,Great all around tablet. My daughter uses it and loves it. It's a good size. Good picture quality for watching cartoons and YouTube videos. The best thing is having a memory slot so you can save videos for travel.,56.53180350505968,0.958873987197876,0.7000000000000001,0.66,0.6092244379495757
ഞങ്ങൾ Amazon Alexa love ചെയ്യുന്നു. weather ചോദിച്ച് daily music play ചെയ്യുന്നു,We love our Amazon Alexa!! We ask her the weather and play music everyday.,We love our Amazon Alexa. We ask for the weather and play music every day.,84.7208116411194,0.9740394353866577,0.8275862068965518,0.8275862068965518,0.7535676992690568
"original Paperwhite replace ചെയ്ത് ഈ new model വാങ്ങി, recipient ഇത് love ചെയ്യുന്നു",Replaced original paper white with this new model and the recipient just loves it!!,Purchased this new model to replace the original Paperwhite. Recipient loves it.,57.47241340214649,0.9238832592964172,0.6153846153846153,0.5384615384615384,0.48523206751054854
old Kindle Paperwhite ഉപയോഗിച്ചാൽ ഈ model higher resolution and fonts upgrade worth ആണ് microUSB port കണ്ടെത്താൻ easy,"If you're using an older Kindle Paperwhite model (like I was), the higher resolution and additional font choices available in this model more than justify the upgrade cost.I'd recommend the white case if you can get it. It's a lot easier to find the microUSB port when you're trying to plug in a, charging cable.",This model is worth the upgrade to higher resolution and fonts if you are using an old Kindle Paperwhite. Easy to find a micro USB port.,33.02871640063457,0.911711573600769,0.41860465116279066,0.2325581395348837,0.30201353592277513
"house ൽ ഉള്ള എല്ലാ TVs നും accessible ആണ്, ഓരോ tv ക്കും stick വാങ്ങേണ്ടതില്ല",Accessable for all TVs in the house and not having to buy a stick for each tv would be 5*'s,Accessible to all TVs in the house so you don't have to buy a stick for each tv.,57.263901407633846,0.9377292394638062,0.6,0.6,0.6390423141733758
kids ന് great gift vacation സമയത്ത് games download web search ചെയ്യാൻ useful,this was a great gift for the kids. We are going on a vacation and The amazon fires are a great tool for them to download games and search the web while we are traveling..thanks,Great gift for kids. Useful for downloading games and searching the web during vacation.,33.194549339155444,0.9165990948677063,0.4,0.36,0.33478232124557866
movies TV shows sports എല്ലാം കാണാൻ ആഗ്രഹിക്കുന്നവർക്ക് ഇത് recommend ചെയ്യുന്നു.,"Recommend anyone wanting to watch a wide variety of things from movies, TV shows or sports to get one.","I recommend this to anyone who wants to watch movies, tv shows, sports, etc.",38.81216086343466,0.932237982749939,0.5454545454545454,0.48484848484848486,0.3810422205071034
advertised പോലെ work ചെയ്യുന്നു. music volume high ആയാലും hear ചെയ്യുന്നു എന്നതാണ് only issue,It works like advertised. The only issue I have is it can hear you when you are listening to music on volume level 8 or higher.,Works as advertised. The only issue is it hears music even when the volume is high.,41.05095569814134,0.943329930305481,0.4761904761904762,0.4285714285714286,0.35525321239606955
second one വാങ്ങി. waterproof അല്ല.,This was my second one I have bought. These are not water proof,Bought a second one. Not waterproof.,42.26565756334138,0.923786997795105,0.42105263157894735,0.3157894736842105,0.2776119402985075
"friend നു വാങ്ങി, basic web, book reading job ചെയ്യുന്നു, affordable price, fancy അല്ല, problems ഇല്ല.","Bought this for a friend. It does the job (basic web and book reading) and at an affordable price. Nothing too fancy, but no problems.",I bought this for a friend and it does a basic web and book reading job. It's an affordable price and not all that fancy. No problems with it.,64.07124534167546,0.9520381689071655,0.7272727272727272,0.6545454545454547,0.6540521545247442
"ഇപ്പോൾ എനിക്ക് ഈ tablets 3 ഉണ്ട്. harmony remotes, baby monitors, YouTube, reading, games എന്നിവയ്ക്ക് use ചെയ്യുന്നു. best tablet അല്ല, പക്ഷേ under $50 great ആണ്. play store ഇല്ല, അതിനാൽ apps side load ചെയ്യണം.","I now have 3 of these tablets. I use them for my harmony remotes, baby camera monitors, youtube for the kids, receiver software, reading articles and books, games and many other things. Its not the best tablet out there, but for under $50 its great. My one issue is that it does NOT have the play store, so if amazon does not have an app you will have to side load it. Other than that you can't beat it.","Now I have 3 of these tablets. I use them for harmony remotes, baby monitors, YouTube, reading, games, etc. Not the best tablet, but under $50 is great. No play store, so you have to side load the apps.",39.732281934039335,0.9361440539360046,0.6050420168067228,0.5546218487394958,0.5003217503217503
tablet great gift ആയിരുന്നു kids loved it Best Buy online great,the tablet was a great gift and my kids loved it best buy online is great,The tablet was a great gift. The kids loved it. Best Buy online is great.,72.43832524271008,0.956236720085144,0.9032258064516129,0.9032258064516129,0.854119425547997
