28,വായിക്കാൻ പറ്റാത്തവിധം പിപിഐ വളരെ കുറവാണ്.. കിട്ടിയതിൽ ഖേദമുണ്ട്.. പകരം ഒരു ഉപയോഗിച്ച ഐപാഡ് കിട്ടണമായിരുന്നു.
29,വില നല്ലതായിരുന്നു. വായനയ്ക്ക് കൊള്ളാം. കൂടുതൽ ആപ്പുകൾ ആവശ്യമാണ്.
30,ഈ ചെറിയ കിൻഡിൽ തീർച്ചയായും പണത്തിന് വിലയുള്ളതായിരുന്നു. വലിയ വില കാരണം ഇത് വാങ്ങാൻ ഞാൻ എന്റെ എല്ലാ സുഹൃത്തുക്കളോടും പറയും.
31,മറ്റൊരു മികച്ച ആമസോൺ ഉൽപ്പന്നം. എനിക്ക് ആവശ്യമുള്ളത് ചെയ്യുന്ന ലളിതമായ ടാബ്‌ലെറ്റ്.
32,"എന്റെ 3 വയസ്സുള്ള മകന് ഇത് ലഭിച്ചു. അവൻ ഇടയ്ക്കിടെ ഇത് കളിക്കുന്നു, പക്ഷേ അവനെ വിദ്യാഭ്യാസപരമായ കാര്യങ്ങൾ പരിചയപ്പെടുത്തുന്നത് നല്ലതാണ്. ചില സമയങ്ങളിൽ തകരാർ ഉണ്ടെങ്കിലും അതിന്റെ വില എത്രയാണെന്ന് പ്രതീക്ഷിക്കാം."
33,ഈ ടാബ്‌ലെറ്റിന്റെ ഒരേയൊരു പ്രശ്നം 6 മാസത്തെ ഉപയോഗത്തിന് ശേഷം ഇത് ചാർജ് ചെയ്യുന്നത് നിർത്തി എന്നതാണ്.
34,"ഒരു ഫയർ സ്റ്റിക്കിൽ നിന്ന് അപ്‌ഗ്രേഡ് ചെയ്യാൻ ആഗ്രഹിച്ചു, വളരെ വേഗത്തിൽ. നവീകരിച്ച പ്രൊസസർ, കൂടുതൽ റാം, ഇഥർനെറ്റ് എന്നിവ വലിയ മാറ്റമുണ്ടാക്കുന്നു."
35,ഞാന് എന്ത് പറയാനാണ്? ആമസോൺ ഫയർ ഒരു മികച്ച ടാബ്‌ലെറ്റാണ്. വില . നല്ല വലിപ്പം. ജോലി ചെയ്യുന്നു. ബെസ്റ്റ് ബൈയിൽ മികച്ച ഡീൽ
36,എനിക്ക് നിരന്തരം സിനിമകളിൽ പോകേണ്ടതില്ല എന്ന സ്നേഹം എന്റെ വിരൽത്തുമ്പിൽ പ്രവർത്തിക്കുന്നു
37,സ്‌പീക്കറിനൊപ്പം മികച്ചത് മറ്റ് ഫീച്ചറുകളിലേക്ക് നല്ല ശബ്‌ദം ചേർക്കുന്നു
38,പാഠപുസ്തകങ്ങൾക്ക് പകരമായി കോളേജ് വിദ്യാർത്ഥിക്ക് വാങ്ങി. നന്നായി പ്രവർത്തിക്കുന്നു!
39,വിലകൂടിയ ടാബ്‌ലെറ്റുകൾക്ക് ഒരു മികച്ച ബദൽ. ബാറ്ററി വളരെക്കാലം നീണ്ടുനിൽക്കും.
40,ഇത് എന്റെ മകൾക്കുള്ള സമ്മാനമായിരുന്നു. ചില പുസ്‌തകങ്ങൾ വായിക്കുമ്പോൾ അത് പിടിക്കാൻ അവൾ ആഗ്രഹിച്ചു. വെബ് ബ്രൗസ് ചെയ്യാൻ കഴിയുന്നത് ഒരു അധിക പ്ലസ് ആയിരുന്നു.
41,മാനസിക വെല്ലുവിളി നേരിടുന്ന എന്റെ സഹോദരനു വേണ്ടിയാണ് ഈ ഇനം കൊണ്ടുവന്നത്. അവൻ അത് ഇഷ്ടപ്പെടുന്നു.
42,ആമസോൺ ഫയർ ടിവിയാണ് ആപ്പിൾ ടിവിയെക്കാളും നന്നായി സ്നേഹിക്കാനുള്ള ഏക മാർഗം.
43,"എന്റെ കുട്ടികളും ഈ ടാബ്‌ലെറ്റ് ആസ്വദിക്കുന്നു, എന്നെപ്പോലെ! ഇതുവരെയുള്ള ഒരേയൊരു തകർച്ച ഏറ്റവും കുറഞ്ഞ ക്രമീകരണത്തിൽ പോലും തെളിച്ചം വളരെ മങ്ങുന്നില്ല എന്നതാണ്, അതിനാൽ എന്റെ കുട്ടികൾക്ക് ഇത് ഉപയോഗിക്കാൻ അനുവാദമില്ല. കൂടാതെ ഒരു ടൺ മെമ്മറിയും ഉപയോഗിക്കുന്നു, വാങ്ങിയതിനുശേഷം അധിക ആപ്ലിക്കേഷനുകളൊന്നും ഡൗൺലോഡ് ചെയ്തിട്ടില്ലെങ്കിലും ഇല്ലെങ്കിലും. ഫോട്ടോകൾ എടുത്തു."
44,ഈ ഉപകരണം വളരെ വേഗത്തിൽ സജ്ജീകരിക്കാൻ എളുപ്പമാണ് ഒപ്പം മികച്ച നിലവാരമുള്ള ചിത്രം നൽകുന്നു.
45,"കൊച്ചുകുട്ടികൾക്ക് മികച്ചതാണ്, പക്ഷേ എനിക്ക് ഓട്ടിസം ബാധിച്ച 10 വയസ്സുള്ള ഒരു മകളുണ്ട്, അത് ഇത് ഇഷ്ടപ്പെടുന്നു. അവൾക്ക് സിനിമകൾ കാണാനും ഗെയിമുകൾ കളിക്കാനും അവളുടെ പ്രിയപ്പെട്ട പുസ്തകങ്ങൾ വായിക്കാനും കഴിയും."
46,ഈ ടാബ്‌ലെറ്റ് പ്രതീക്ഷിച്ചതുപോലെ പ്രവർത്തിക്കുന്നു. മികച്ച ബാറ്ററി ലൈഫുള്ള പുതിയ ടാബ്‌ലെറ്റ് ആവശ്യമുള്ള ആർക്കും ഞാൻ ഈ ടാബ്‌ലെറ്റ് ശുപാർശ ചെയ്യും.
47,"ഈ ടാബ്ലറ്റ് എന്റെ അച്ഛന് ഒരു ക്രിസ്മസ് സമ്മാനമായിരുന്നു. ഇതിന് മികച്ച റെസലൂഷൻ ഉണ്ട്, ഉപയോഗിക്കാൻ എളുപ്പമാണ്. ആമസോൺ പ്രൈം ഉപയോഗിച്ച് നിങ്ങൾക്ക് സൗജന്യ സിനിമകളും പുസ്തകങ്ങളും ഗെയിമുകളും ലഭിക്കും. ഞാൻ വളരെ ശുപാർശ ചെയ്യും."
48,"വെബ്, വായന, ഇമെയിൽ എന്നിവയ്‌ക്കായി ഞാൻ മിക്കപ്പോഴും ടാബ്‌ലെറ്റ് ഉപയോഗിക്കുന്നു, പക്ഷേ എനിക്ക് ഒരു വേഡ് ഡോക്, പിഡിഎഫ്, ബഡ്ജറ്റ് എന്നിവയിലും മറ്റും പ്രവർത്തിക്കാൻ താൽപ്പര്യപ്പെടുമ്പോൾ, എന്റെ ലാപ്‌ടോപ്പ് പുറത്തെടുക്കാതെ തന്നെ ടാബ്‌ലെറ്റിൽ അത് നന്നായി ചെയ്യാൻ കഴിയും. സ്‌ക്രീൻ S2 മോഡലുകളെപ്പോലെ മൂർച്ചയുള്ളതല്ല, പക്ഷേ ആവശ്യത്തിന് മനോഹരമാണ്, ഇതിന് മറ്റൊന്നും ഇല്ല."
49,"ഈ വില പരിധിയിൽ നിങ്ങൾക്ക് വാങ്ങാൻ കഴിയുന്ന ഏറ്റവും മികച്ച ടാബ്‌ലെറ്റാണ് ഈ ടാബ്‌ലെറ്റ്. ഉപയോഗിക്കാൻ എളുപ്പമാണ്, മാന്യമായ ബാറ്ററി വിളവ്, ഇടയ്ക്കിടെയുള്ള ഉപയോഗത്തിന് നല്ലതാണ്. വാർത്തകൾ വായിക്കാനും, ഇമെയിലുകൾ വായിക്കാനും, ഇന്റർനെറ്റ് ബ്രൗസ് ചെയ്യാനും, എവിടെയായിരുന്നാലും സിനിമകൾ കാണാനും മറ്റും ഞാൻ ഇത് പ്രധാനമായും ഉപയോഗിക്കുന്നു. മൊത്തത്തിൽ, ഇത് ഒരു മികച്ച / മികച്ച ഗുണനിലവാരമുള്ള ഉൽപ്പന്നമാണ്, തോൽപ്പിക്കാനാവാത്ത വിലയിൽ, നിങ്ങൾ ഇത് വാങ്ങുന്നതിൽ തെറ്റ് പറയാനാകില്ല."
50,$59 രൂപയുടെ വിലയ്ക്ക് നിങ്ങൾക്ക് തെറ്റ് പറ്റില്ല....
51,"തുടക്കക്കാർക്ക് ഇത് മാന്യമായ വായനക്കാരനാണ്. ബാക്ക്ലൈറ്റ് ഇല്ല, അതിനാൽ ഇരുട്ടിൽ വായിക്കാൻ നല്ലതല്ല. കൈകളിൽ നിന്നും വഴുതി വീഴുന്നു, അതിനാൽ നിങ്ങൾ അത് വാങ്ങുകയാണെങ്കിൽ ഒരു കവർ വാങ്ങുക."
52,"വായനയ്‌ക്കായുള്ള സോളിഡ് യൂണിറ്റ്, ഇടയ്‌ക്കിടെയുള്ള ടിവി ഷോ അല്ലെങ്കിൽ ഗെയിമുകൾ. ഒരു പൂർണ്ണ ഫീച്ചർ ചെയ്‌ത ടാബ്‌ലെറ്റിൽ നിന്ന് വരുന്നവർ ആമസോണിന്റെ മതിലുകളുള്ള പൂന്തോട്ടത്തിന്റെ ചില പരിമിതികളിലും വൈചിത്ര്യങ്ങളിലും നിരാശരായേക്കാം, എന്നാൽ നിങ്ങൾ വിലകുറഞ്ഞ എന്തെങ്കിലും തിരയുകയാണെങ്കിൽ, അവർ അത് പറയുന്നതുപോലെ ചെയ്യുന്നു. പെട്ടി, നിങ്ങൾക്ക് തെറ്റ് പറ്റില്ല."
53,പണത്തിന് ഇത് ഒരു അത്ഭുതകരമായ ഇനമാണ്. വർഷങ്ങൾക്ക് മുമ്പുള്ള എന്റെ ആദ്യത്തെ ശാസ്ത്ര കാൽക്കുലേറ്റർ വിലകുറഞ്ഞതാണ്.
54,"പ്രോസ് - ഭാരം വളരെ ഭാരം കുറഞ്ഞതാണ്, ചെറിയ വലിപ്പം, നീളം കൂടിയ ബാറ്ററി, ഞാൻ അത് തറയിൽ വീണു, സ്‌ക്രീൻ തകർന്നില്ല - ""ഫേഡ് ഇൻ"" പോലെ പേജുകൾ തിരിക്കുമ്പോൾ അടുത്ത പേജ് സ്ക്രീനിൽ ദൃശ്യമാകാൻ അര സെക്കൻഡ് എടുക്കും. PowerPoint-ലെ ആനിമേഷൻ. അടുത്ത പേജിൽ കൂടുതൽ തോന്നാത്ത രൂപമാണ് ഞാൻ ആഗ്രഹിക്കുന്നത്."
55,വളരെ വ്യക്തമായ HD വീഡിയോ..ഇത് ഇഷ്‌ടപ്പെടുകയും മികച്ച വിലയിലും
56,ഞാൻ നൽകിയ വിലയ്ക്ക് ഈ ടാബ്‌ലെറ്റിൽ ഞാൻ അങ്ങേയറ്റം സംതൃപ്തനാണ്. ഇത് വിലകുറഞ്ഞതും അതിശയകരമായി പ്രവർത്തിക്കുന്നതുമായിരുന്നു. ഒരെണ്ണം വാങ്ങിയ എന്റെ സഹോദരിയോട് ഞാൻ ഇത് ശുപാർശ ചെയ്തു.
57,"വിലയ്ക്ക്, ഈ ടാബ്‌ലെറ്റ് മികച്ചതാണ്! ആവശ്യമുള്ളതും അതിന്റെ വൃത്തികെട്ടതും ചെയ്യുന്നു."
58,പ്രായമായ ഒരാൾക്ക് ഗെയിമുകൾ കളിക്കാൻ സമയം ചെലവഴിക്കാൻ അനുയോജ്യമായ സമ്മാനം. വിഷ്വൽ വലുപ്പം ന്യായമാണ്.
59,ഒരു കുട്ടിക്കുള്ള മികച്ച പഠന ടാബ്‌ലെറ്റാണിത്. ഒരു ചെറിയ കുട്ടി ഉള്ള എല്ലാ രക്ഷിതാക്കൾക്കും ഒരെണ്ണം ലഭിക്കാൻ ഞാൻ ശുപാർശ ചെയ്യുന്നു.
60,വിലകൂടിയ കേബിളിലും ഉപഗ്രഹത്തിലും ചരട് മുറിക്കുന്നതിന് അനുയോജ്യമാണ്
61,"എനിക്ക് വായിക്കാൻ ഇഷ്ടമാണ്, എന്റെ കിൻഡിൽ പുസ്തകങ്ങൾ ഡൗൺലോഡ് ചെയ്യുന്നത് വളരെ എളുപ്പമാണെന്ന് ഞാൻ കണ്ടെത്തി. ഞാൻ ഇത് ഇഷ്ടപ്പെടുന്നു."
62,"ഈ ഉൽപ്പന്നം 13 വയസ്സുള്ള ഒരു കുട്ടിക്ക് വേണ്ടിയുള്ളതായിരുന്നു, അത് അവന്റെ ആവശ്യങ്ങൾക്ക് മികച്ച വിലയ്ക്ക് അനുയോജ്യമാണ്"
63,"സ്നേഹം അത് വായനയെ ആനന്ദകരമാക്കുന്നു. കണ്ണുകൾക്ക് എളുപ്പമാണ്, എവിടെയും കൊണ്ടുപോകാൻ കഴിയും, ഉപയോഗിക്കാൻ ലളിതമാണ്."
64,"നന്നായിട്ടുണ്ട്. ആ സമയത്ത് ഞാൻ എന്താണ് വാങ്ങുന്നതെന്ന് എനിക്ക് അറിയില്ലായിരുന്നു, പക്ഷേ എന്റെ പുസ്തകം ചാർജ് ചെയ്യാൻ എനിക്ക് അത് ആവശ്യമാണെന്ന് കരുതി. മറ്റ് ഇലക്ട്രോണിക്സിൽ നിന്ന് എനിക്ക് അവയിൽ പലതും ഇതിനകം തന്നെ ഉണ്ട്. ശരിക്കും അതിന്റെ ആവശ്യമില്ലായിരുന്നു."
65,"ഏത് ലാപ്‌ടോപ്പിനും മികച്ച കൂട്ടാളി, മികച്ച വായനക്കാരൻ+. ആമസോൺ പ്രൈം അംഗത്വത്തിന് മൊത്തത്തിലുള്ള ഉപയോഗ എളുപ്പം വർദ്ധിപ്പിക്കാൻ കഴിയും."
66,സിനിമ കാണാനുള്ള മികച്ച ഡിസ്പ്ലേ അല്ല! ഇവിടെയുള്ള പുസ്തകങ്ങൾ വായിക്കുന്നത് വളരെ രസകരമാണ്
67,"കിൻഡിൽ വൈറ്റ് ഭാരം കുറഞ്ഞ ഒരു മികച്ച വായനക്കാരനാണ്. ഒരു പ്രശ്നവുമില്ലാതെ ഒരു കൈകൊണ്ട് പിടിക്കാൻ ഇത് നിങ്ങളെ അനുവദിക്കുന്നു. കൂടാതെ, പേജുകൾ നിരന്തരം തിരിയാതെ രണ്ട് കൈകൊണ്ട് പിടിക്കാൻ വശങ്ങളിൽ മതിയായ ഇടമുണ്ട്."
68,ഈ വിലയ്ക്ക് കൊള്ളാം................................
69,ഈ കേസ് എന്റെ ആമസോൺ ഫയറിന് അനുയോജ്യമാണ്. അത് ഞാൻ ആഗ്രഹിച്ചത് മാത്രമായിരുന്നു.
70,"ഞാൻ ഈ ഉപകരണം ഇഷ്ടപ്പെടുന്നു. എനിക്ക് ആമസോൺ പ്രൈം അംഗത്വമുണ്ട്, നെറ്റ്ഫ്ലിക്സും സ്ലിംഗ് ടിവിയും, ഇത് മൂന്നും എളുപ്പത്തിൽ ഉപയോഗിക്കാൻ എന്നെ അനുവദിക്കുന്നു."
71,"എനിക്ക് ഉൽപ്പന്നം ഇഷ്ടമാണ്, ഫീച്ചറുകൾ അപ്‌ഡേറ്റ് ചെയ്യുന്നത് തുടരുന്നു. അലക്‌സയ്ക്ക് ചെയ്യാൻ കഴിയുന്ന കാര്യങ്ങളുടെ അപ്‌ഡേറ്റുകൾ എനിക്ക് ഇഷ്ടമാണ്."
72,"ഒരു സമ്മാനമായി വാങ്ങിയത്, ചെറിയ കുട്ടികൾക്ക് അനുയോജ്യമാണ്! പ്രത്യേകിച്ച് ടച്ച് സ്‌ക്രീൻ ഉള്ള കുട്ടികളുടെ ആപ്പുകൾക്ക് ഉപയോഗിക്കാൻ എളുപ്പമാണ്."
73,ശരി ഉൽപ്പന്നം അതിലുപരിയായി ഒന്നും ഉദ്ദേശിക്കില്ല
74,ഒരു സ്റ്റേഷണറി ബൈക്കും എലിപ്റ്റിക്കൽ ട്രെയിനറും ഓടിക്കുമ്പോൾ ഞാൻ ഉപകരണം ഉപയോഗിക്കുന്നു. ആ ഉപയോഗത്തിന് അനുയോജ്യമാണ്. മറ്റ് സമയങ്ങളിൽ ഇത് ഉപയോഗിക്കുമ്പോൾ ഞാൻ ഒരു വലിയ സ്ക്രീൻ തിരഞ്ഞെടുക്കും. എന്നാൽ ഇത് വളരെ നല്ല വില കുറഞ്ഞ ഇനമാണ്.
75,ആമസോൺ ഫയർ ചിത്രങ്ങൾ വലിച്ചെടുക്കുകയും ക്യാമറ വലിച്ചെടുക്കുകയും കഴിയുന്നത്ര മങ്ങുകയും ചെയ്യുന്നു
76,എന്റെ ആമസോൺ പ്രതിധ്വനിയെ സ്നേഹിക്കുക! എല്ലാം കൃത്യമായി പരസ്യം ചെയ്തതുപോലെ
77,ഒറിജിനൽ പോലെ നന്നായി പ്രവർത്തിക്കുന്നു
78,ഒരു ഉപകരണം ഉപയോഗിച്ച് എല്ലാം കാണാൻ എന്നെ അനുവദിക്കുന്നതിനാൽ എനിക്ക് amazn ടിവി ഇഷ്ടമാണ്
79,ഗുണനിലവാരത്തിലും റെസല്യൂഷനിലും സന്തോഷമുണ്ട്. ശുപാർശ ചെയ്യും
80,ഞാൻ ഈ ഉപകരണം ഇഷ്ടപ്പെടുന്നു. എനിക്ക് ഇനി കേബിളിനെക്കുറിച്ച് വിഷമിക്കേണ്ടതില്ല.
81,എക്കോ ആപ്പിലേക്ക് നിങ്ങൾ ആഗ്രഹിക്കുന്ന പ്രോഗ്രാം ഡൗൺലോഡ് ചെയ്യുന്നിടത്തോളം നിങ്ങൾക്ക് അവളോട് ചോദിക്കാൻ കഴിയുന്ന കാര്യങ്ങൾ പരിധിയില്ലാത്തതാണ്. എന്നാൽ നല്ലതും അല്ലാത്തതും 100% ഉറപ്പില്ലാത്ത പലതും ഉണ്ട്
82,ഇത് എന്റെ കുട്ടികൾക്ക് ഏറ്റവും ചെലവ് കുറഞ്ഞ ടാബ്‌ലെറ്റാണ്. എളുപ്പമുള്ള ശിശു സംരക്ഷണ ഓപ്ഷനുകൾ ഇഷ്ടപ്പെടുക
83,"ഇത് ആദ്യം വൃത്തിയുള്ളതായിരുന്നു, എനിക്ക് സംഗീതവും വിഡ്ഢിത്തവും സ്ട്രീം ചെയ്യാൻ കഴിയുമ്പോൾ. ഒരിക്കൽ ഞാൻ സ്‌മാർട്ട് ഹോം കൺട്രോളുകളിലേക്ക് ആഴ്ന്നിറങ്ങി, ഇത് വൃത്തിയിൽ നിന്ന് അതിശയിപ്പിക്കുന്നതിലേക്ക് പോയി. എനിക്ക് ഇപ്പോൾ Alexa Go to Bed-നോട് പറയാൻ കഴിയും, താഴെ ലൈറ്റുകൾ അണയുന്നു, ടിവി ഓഫാകുന്നു, വാതിൽ പൂട്ടുന്നു, അതിന് തെർമോസ്റ്റാറ്റ് പോലും ക്രമീകരിക്കാൻ കഴിയും. ഇത് യഥാർത്ഥത്തിൽ അവിടെയുള്ള ഏറ്റവും എളുപ്പമുള്ള ഹോം ഓട്ടോമേഷൻ ഉപകരണമാണ്!"
